"am_sid","sciname","reviewed","iucn_sid","popn_trend","popn_category","spp_group","id_no","spatial_source","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text","occurcells"
"Fis-148572","Prognathodes brasiliensis",NA,165613,"Unknown","LC","BUTTERFLYFISH",165613,"iucn",873315,614561.7,654450.4,45.085,25.424,29.492,0,"AM",13.68,93.905,0.177,"Butterflyfish",7
"Fis-162910","Roa jayakari",NA,165614,"Stable","LC","BUTTERFLYFISH",165614,"iucn",2419537.1,1223139.1,2016965.2,33.815,16.486,49.699,0,"AM",14.699,60.643,0.544,"Butterflyfish",6
"Fis-31436","Chaetodon mertensii",NA,165615,"Stable","LC","BUTTERFLYFISH",165615,"iucn",19371086.5,11151557.1,11910736.9,19.07,38.217,42.712,0,"AM",16.779,93.626,3.215,"Butterflyfish",94
"Fis-31910","Chelmon marginalis",NA,165616,"Stable","LC","BUTTERFLYFISH",165616,"iucn",2994196.1,2190575.4,1783251.5,32.448,40.708,26.844,0,"IUCN",14.912,81.406,0.591,"Butterflyfish",75
"Fis-58066","Chaetodon mesoleucos",NA,165618,"Unknown","LC","BUTTERFLYFISH",165618,"iucn",1574673.4,1093272.1,945129.4,29.182,40.52,30.297,0,"IUCN",14.27,86.45,0.295,"Butterflyfish",10
"Fis-32530","Chaetodon guttatissimus",NA,165619,"Stable","LC","BUTTERFLYFISH",165619,"iucn",6742753.4,3150572.9,5611688.6,29.88,16.941,53.179,0,"AM",15.724,56.143,1.515,"Butterflyfish",62
"Fis-31430","Chaetodon burgessi",NA,165620,"Stable","LC","BUTTERFLYFISH",165620,"iucn",5910479,668943.7,5640156.4,6.804,4.588,88.608,0,"AM",15.592,11.86,1.522,"Butterflyfish",4
"Fis-148569","Prognathodes aya",NA,165621,"Unknown","LC","BUTTERFLYFISH",165621,"iucn",1761106.2,1353419.1,1223590.6,46.929,29.921,23.15,0,"IUCN",14.381,90.407,0.365,"Butterflyfish",64
"Fis-31456","Heniochus singularius",NA,165622,"Stable","LC","BUTTERFLYFISH",165622,"iucn",23077927.9,15252060.4,16750382.9,38.343,27.749,33.908,0,"AM",16.954,91.055,4.521,"Butterflyfish",88
"Fis-31439","Chaetodon octofasciatus",1,165623,"Unknown","LC","BUTTERFLYFISH",165623,"iucn",15302340.9,9212682.3,11621965.9,35.943,24.297,39.76,0,"AM",16.544,79.27,3.137,"Butterflyfish",83
"Fis-32539","Chaetodon triangulum",NA,165624,"Stable","LC","BUTTERFLYFISH",165624,"iucn",6141605.8,4239973.1,2982207.9,17.313,52.134,30.553,0,"IUCN",15.631,70.336,1.145,"Butterflyfish",20
"Fis-35094","Chaetodon paucifasciatus",NA,165625,"Stable","LC","BUTTERFLYFISH",165625,"iucn",1418282.6,1108836.6,874895.8,39.394,39.192,21.414,0,"IUCN",14.165,78.902,0.299,"Butterflyfish",14
"Fis-25701","Heniochus acuminatus",NA,165626,"Stable","LC","BUTTERFLYFISH",165626,"iucn",32478509.2,16623156.2,29766069.8,42.511,8.526,48.963,0,"AM",17.296,55.846,8.035,"Butterflyfish",255
"Fis-148575","Prognathodes aculeatus",NA,165627,"Stable","LC","BUTTERFLYFISH",165627,"iucn",4193828.4,2577870.3,3525628.7,45.279,16.471,38.249,0,"AM",15.249,73.118,0.952,"Butterflyfish",89
"Fis-31391","Chaetodon kleinii",1,165628,"Stable","LC","BUTTERFLYFISH",165628,"iucn",27227131.2,13453650.2,24071485.9,37.571,11.64,50.788,0,"AM",17.12,55.89,6.498,"Butterflyfish",226
"Fis-31451","Chaetodon vagabundus",1,165630,"Stable","LC","BUTTERFLYFISH",165630,"iucn",29498704.3,12689857.7,27942579.6,37.564,5.437,56.998,0,"AM",17.2,45.414,7.543,"Butterflyfish",286
"Fis-31427","Chaetodon auriga",NA,165631,"Decreasing","LC","BUTTERFLYFISH",165631,"iucn",33929757,14415396.3,32463866,37.703,4.335,57.962,0,"AM",17.34,44.404,8.763,"Butterflyfish",279
"Fis-31440","Chaetodon punctatofasciatus",1,165632,"Stable","LC","BUTTERFLYFISH",165632,"iucn",15312017.1,7886623.2,11918090.4,29.168,22.381,48.45,0,"AM",16.544,66.174,3.217,"Butterflyfish",88
"Fis-28456","Johnrandallia nigrirostris",1,165633,"Stable","LC","BUTTERFLYFISH",165633,"iucn",1866283.8,685885.6,1655371.9,25.434,12.006,62.559,0,"AM",14.439,41.434,0.447,"Butterflyfish",106
"Fis-31860","Chaetodon austriacus",NA,165634,"Stable","LC","BUTTERFLYFISH",165634,"iucn",1554487.8,927519.9,1134646.6,32.588,27.561,39.851,0,"AM",14.257,81.745,0.306,"Butterflyfish",16
"Fis-32747","Chaetodon humeralis",1,165635,"Stable","LC","BUTTERFLYFISH",165635,"iucn",2242593.5,945868.2,2098201.6,35.984,6.649,57.366,0,"AM",14.623,45.08,0.566,"Butterflyfish",151
"Fis-35231","Chaetodon nippon",NA,165636,"Stable","LC","BUTTERFLYFISH",165636,"iucn",3418176.2,2485254.1,1524315.7,18.174,53.527,28.299,0,"IUCN",15.045,61.334,0.671,"Butterflyfish",13
"Fis-22164","Chaetodon striatus",NA,165637,"Stable","LC","BUTTERFLYFISH",165637,"iucn",5706351.2,2659230.8,5650317.4,45.713,0.964,53.323,0,"AM",15.557,47.063,1.525,"Butterflyfish",169
"Fis-31437","Chaetodon meyeri",NA,165638,"Unknown","LC","BUTTERFLYFISH",165638,"iucn",22732111.5,11116318.7,18815073.9,31.577,17.446,50.977,0,"AM",16.939,59.082,5.079,"Butterflyfish",97
"Fis-17443","Roa excelsa",NA,165639,"Stable","LC","BUTTERFLYFISH",165639,"iucn",1401551,1051595.2,471921.4,8.768,66.18,25.052,0,"IUCN",14.153,44.877,0.284,"Butterflyfish",5
"Fis-31454","Heniochus chrysostomus",1,165640,"Stable","LC","BUTTERFLYFISH",165640,"iucn",22373992.5,10491676.6,18823418.7,30.775,15.975,53.25,0,"AM",16.923,55.737,5.081,"Butterflyfish",143
"Fis-31874","Chaetodon ornatissimus",1,165641,"Unknown","LC","BUTTERFLYFISH",165641,"iucn",24799301.9,9598980.8,23152859.6,31.765,6.774,61.461,0,"AM",17.026,41.459,6.25,"Butterflyfish",177
"Fis-32531","Chaetodon madagaskariensis",NA,165642,"Unknown","LC","BUTTERFLYFISH",165642,"iucn",8394779.6,5840981.9,4068724.1,17.516,52.931,29.553,0,"IUCN",15.943,69.658,1.577,"Butterflyfish",45
"Fis-31905","Chaetodon selene",NA,165643,"Unknown","LC","BUTTERFLYFISH",165643,"iucn",10496363,7180449.2,6122179.6,26.623,41.922,31.456,0,"IUCN",16.167,85.262,1.938,"Butterflyfish",22
"Fis-148570","Prognathodes guyanensis",NA,165646,"Unknown","LC","BUTTERFLYFISH",165646,"iucn",4790430,3062797.6,3572711.3,38.438,25.869,35.692,0,"AM",15.382,85.728,0.964,"Butterflyfish",38
"Fis-33881","Chaetodon decussatus",NA,165648,"Stable","LC","BUTTERFLYFISH",165648,"iucn",11333055.3,8500654,5546748.7,23.613,51.67,24.717,0,"IUCN",16.243,65.251,2.295,"Butterflyfish",24
"Fis-58068","Chaetodon gardineri",NA,165649,"Stable","LC","BUTTERFLYFISH",165649,"iucn",4009960.2,3297453.1,1621764.8,22.98,59.155,17.865,0,"IUCN",15.204,49.182,0.89,"Butterflyfish",19
"Fis-31455","Heniochus monoceros",NA,165650,"Stable","LC","BUTTERFLYFISH",165650,"iucn",27859087.8,14177810,21433383.3,27.606,23.276,49.118,0,"AM",17.143,66.148,5.786,"Butterflyfish",122
"Fis-25697","Chaetodon lunula",NA,165651,"Stable","LC","BUTTERFLYFISH",165651,"iucn",33325696.5,17036010.3,28940169.2,37.646,13.286,49.068,0,"AM",17.322,58.866,7.812,"Butterflyfish",282
"Fis-25702","Heniochus varius",1,165652,"Stable","LC","BUTTERFLYFISH",165652,"iucn",18528531.6,7774492.6,16636444.7,31.606,10.444,57.95,0,"AM",16.735,46.732,4.491,"Butterflyfish",94
"Fis-31893","Chaetodon pelewensis",NA,165653,"Stable","LC","BUTTERFLYFISH",165653,"iucn",9694459.3,1892853.1,9365234.3,16.306,3.414,80.28,0,"AM",16.087,20.211,2.528,"Butterflyfish",88
"Fis-33074","Chaetodon dolosus",NA,165654,"Stable","LC","BUTTERFLYFISH",165654,"iucn",2815890.4,1576388.1,2105319.8,30.89,24.712,44.398,0,"AM",14.851,74.876,0.568,"Butterflyfish",30
"Fis-32544","Chaetodon multicinctus",NA,165655,"Stable","LC","BUTTERFLYFISH",165655,"iucn",714679.6,163985.8,682219.1,18.254,4.365,77.381,0,"AM",13.48,24.037,0.184,"Butterflyfish",11
"Fis-31856","Chaetodon xanthurus",NA,165656,"Stable","LC","BUTTERFLYFISH",165656,"iucn",11740173.6,8147525.7,6843168.8,27.624,41.652,30.724,0,"IUCN",16.279,83.991,2.199,"Butterflyfish",25
"Fis-31895","Chaetodon plebeius",NA,165657,"Decreasing","LC","BUTTERFLYFISH",165657,"iucn",15225351.5,10415462,7479422.4,17.545,50.204,32.251,0,"IUCN",16.538,71.811,2.811,"Butterflyfish",89
"Fis-25650","Chelmon rostratus",NA,165659,"Stable","LC","BUTTERFLYFISH",165659,"iucn",18293254.8,12411548.2,12365607.7,34.969,33.274,31.757,0,"IUCN",16.722,99.63,3.35,"Butterflyfish",142
"Fis-62923","Chelmon muelleri",NA,165660,"Stable","LC","BUTTERFLYFISH",165660,"iucn",2836182.9,2006878.6,1756214.6,32.64,38.462,28.898,0,"IUCN",14.858,87.51,0.542,"Butterflyfish",47
"Fis-26749","Parachaetodon ocellatus",NA,165661,"Stable","LC","BUTTERFLYFISH",165661,"iucn",17750477,12971566.5,11914679.8,39.715,33.574,26.711,0,"IUCN",16.692,91.852,3.501,"Butterflyfish",178
"Fis-32542","Chaetodon fremblii",NA,165662,"Stable","LC","BUTTERFLYFISH",165662,"iucn",675822.2,191484,629167.3,21.339,6.695,71.967,0,"AM",13.424,30.435,0.17,"Butterflyfish",34
"Fis-31915","Chaetodon argentatus",NA,165663,"Stable","LC","BUTTERFLYFISH",165663,"iucn",3626232.3,2658663.6,1574440.9,17.478,54.589,27.933,0,"IUCN",15.104,59.219,0.718,"Butterflyfish",17
"Fis-31399","Chaetodon oxycephalus",NA,165664,"Stable","LC","BUTTERFLYFISH",165664,"iucn",13595903.7,8931790.9,8717699.7,29.593,36.362,34.046,0,"IUCN",16.425,97.603,2.411,"Butterflyfish",27
"Fis-31449","Chaetodon ulietensis",NA,165665,"Stable","LC","BUTTERFLYFISH",165665,"iucn",24182440,12166635.2,18126742.3,25.077,25.077,49.846,0,"AM",17.001,67.12,4.893,"Butterflyfish",102
"Fis-33082","Chaetodon mitratus",NA,165666,"Stable","LC","BUTTERFLYFISH",165666,"iucn",3871909,2734255.9,1506174.3,9.365,61.533,29.102,0,"IUCN",15.169,55.085,0.738,"Butterflyfish",17
"Fis-25699","Forcipiger longirostris",1,165667,"Unknown","LC","BUTTERFLYFISH",165667,"iucn",28701313.5,14331258.3,22455662.4,27.959,21.953,50.088,0,"AM",17.172,63.82,6.062,"Butterflyfish",173
"Fis-31431","Chaetodon citrinellus",1,165668,"Stable","LC","BUTTERFLYFISH",165668,"iucn",27138416.2,11162423.9,24007345.3,29.342,11.623,59.035,0,"AM",17.116,46.496,6.48,"Butterflyfish",248
"Fis-31434","Chaetodon lineolatus",NA,165669,"Stable","LC","BUTTERFLYFISH",165669,"iucn",31666640.3,15899018.6,27949316.3,38.183,11.911,49.906,0,"AM",17.271,56.885,7.544,"Butterflyfish",158
"Fis-35096","Chaetodon semilarvatus",NA,165670,"Stable","LC","BUTTERFLYFISH",165670,"iucn",1844761.3,1299315.5,1066969.8,28.189,42.362,29.449,0,"IUCN",14.428,82.118,0.351,"Butterflyfish",17
"Fis-32532","Chaetodon xanthocephalus",NA,165671,"Unknown","LC","BUTTERFLYFISH",165671,"iucn",6066335.3,3582646,3981480.1,24.68,34.384,40.936,0,"AM",15.618,89.983,1.075,"Butterflyfish",50
"Fis-25700","Hemitaurichthys polylepis",1,165672,"Stable","LC","BUTTERFLYFISH",165672,"iucn",21398991,8305078.3,18364449.5,24.508,14.286,61.207,0,"AM",16.879,45.224,4.957,"Butterflyfish",88
"Fis-31448","Chaetodon trifasciatus",NA,165673,"Unknown","LC","BUTTERFLYFISH",165673,"iucn",16536278.4,12563647.8,6288267.1,13.888,62.146,23.966,0,"IUCN",16.621,50.051,3.391,"Butterflyfish",255
"Fis-25458","Prognathodes marcellae",NA,165674,"Unknown","LC","BUTTERFLYFISH",165674,"iucn",1352425.4,709813.4,1285462.7,47.416,4.944,47.64,0,"AM",14.117,55.219,0.347,"Butterflyfish",81
"Fis-35297","Chaetodon smithi",NA,165675,"Stable","LC","BUTTERFLYFISH",165675,"iucn",647078.1,449722.5,202981.1,0.893,67.411,31.696,0,"IUCN",13.38,45.135,0.121,"Butterflyfish",3
"Fis-31438","Chaetodon ocellicaudus",1,165676,"Unknown","DD","BUTTERFLYFISH",165676,"iucn",4483955.1,4483955.1,0,0,100,0,NA,"IUCN",15.316,0,1.21,"Butterflyfish",20
"Fis-31441","Chaetodon quadrimaculatus",NA,165678,"Stable","LC","BUTTERFLYFISH",165678,"iucn",12742721.5,5647919.2,8513476.2,11.163,32.7,56.137,0,"AM",16.36,66.341,2.298,"Butterflyfish",91
"Fis-35236","Chaetodon trichrous",NA,165679,"Stable","LC","BUTTERFLYFISH",165679,"iucn",1767121.9,470272.2,1569254.4,15.308,10.982,73.71,0,"AM",14.385,29.968,0.424,"Butterflyfish",11
"Fis-31442","Chaetodon rafflesii",1,165680,"Stable","LC","BUTTERFLYFISH",165680,"iucn",19967768.9,9896867.1,16609713.3,32.517,17.137,50.345,0,"AM",16.81,59.585,4.483,"Butterflyfish",88
"Fis-31432","Chaetodon ephippium",1,165681,"Stable","LC","BUTTERFLYFISH",165681,"iucn",23263045.3,9935574.1,20496164.7,30.649,11.849,57.502,0,"AM",16.962,48.475,5.533,"Butterflyfish",172
"Fis-28538","Amphichaetodon howensis",NA,165682,"Stable","LC","BUTTERFLYFISH",165682,"iucn",1500495.6,1219153.8,488358.7,14.882,65.336,19.782,0,"IUCN",14.221,40.057,0.329,"Butterflyfish",30
"Fis-32521","Heniochus diphreutes",1,165683,"Stable","LC","BUTTERFLYFISH",165683,"iucn",19806902,13759839.8,10961578.2,24.517,44.886,30.598,0,"IUCN",16.802,79.664,3.714,"Butterflyfish",108
"Fis-151993","Chaetodon interruptus",1,165684,"Stable","LC","BUTTERFLYFISH",165684,"iucn",4652814.7,1438991.5,4445308.3,26.615,4.479,68.906,0,"AM",15.353,32.371,1.2,"Butterflyfish",27
"Fis-31916","Chaetodon wiebeli",NA,165685,"Stable","LC","BUTTERFLYFISH",165685,"iucn",8517002.9,6447951.7,3761484.4,19.705,55.757,24.537,0,"IUCN",15.958,58.336,1.741,"Butterflyfish",23
"Fis-31429","Chaetodon bennetti",NA,165686,"Stable","DD","BUTTERFLYFISH",165686,"iucn",12360677.2,12360677.2,0,0,100,0,NA,"IUCN",16.33,0,3.337,"Butterflyfish",86
"Fis-31906","Chaetodon tricinctus",NA,165687,"Unknown","LC","BUTTERFLYFISH",165687,"iucn",234424.1,16000.4,234424.1,6.818,0,93.182,0,"AM",12.365,6.825,0.063,"Butterflyfish",4
"Fis-31867","Chaetodon flavirostris",NA,165688,"Stable","LC","BUTTERFLYFISH",165688,"iucn",6577057.5,2602431.2,5326972.6,20.584,18.327,61.089,0,"AM",15.699,48.854,1.438,"Butterflyfish",62
"Fis-31435","Chaetodon melannotus",1,165689,"Decreasing","LC","BUTTERFLYFISH",165689,"iucn",26459985.6,11963017.5,24057098.3,35.962,9.415,54.623,0,"AM",17.091,49.728,6.494,"Butterflyfish",189
"Fis-35097","Heniochus intermedius",NA,165691,"Stable","LC","BUTTERFLYFISH",165691,"iucn",1801380.4,1459062,910840.9,31.461,49.759,18.78,0,"IUCN",14.404,62.426,0.394,"Butterflyfish",21
"Fis-31428","Chaetodon baronessa",NA,165692,"Decreasing","LC","BUTTERFLYFISH",165692,"iucn",17200940.9,9795717.6,13069789.5,32.638,24.192,43.17,0,"AM",16.66,74.949,3.528,"Butterflyfish",138
"Fis-31908","Chaetodon auripes",NA,165693,"Stable","LC","BUTTERFLYFISH",165693,"iucn",2243787.8,845794.8,2081023.8,30.967,7.834,61.2,0,"AM",14.624,40.643,0.562,"Butterflyfish",33
"Fis-31445","Chaetodon speculum",1,165694,"Unknown","LC","BUTTERFLYFISH",165694,"iucn",19586122.1,11166415.2,16128346.5,39.203,17.623,43.175,0,"AM",16.79,69.235,4.354,"Butterflyfish",110
"Fis-22160","Chaetodon capistratus",NA,165695,"Stable","LC","BUTTERFLYFISH",165695,"iucn",4474525.1,2150837,4400782.3,45.968,1.587,52.444,0,"AM",15.314,48.874,1.188,"Butterflyfish",163
"Fis-35234","Chaetodon nigropunctatus",NA,165696,"Stable","LC","BUTTERFLYFISH",165696,"iucn",1743434.2,1528974.8,547136.3,19.9,67.33,12.769,0,"IUCN",14.371,35.785,0.413,"Butterflyfish",12
"Fis-34428","Coradion altivelis",NA,165697,"Stable","LC","BUTTERFLYFISH",165697,"iucn",17591638.6,9997984.8,13821130.1,34.768,22.743,42.489,0,"AM",16.683,72.338,3.731,"Butterflyfish",83
"Fis-31446","Chaetodon tinkeri",NA,165698,"Stable","LC","BUTTERFLYFISH",165698,"iucn",3824492.9,3352883,575076.6,2.789,84.741,12.471,0,"IUCN",15.157,17.152,0.905,"Butterflyfish",8
"Fis-31212","Chaetodon hoefleri",NA,165700,"Unknown","LC","BUTTERFLYFISH",165700,"iucn",1818706.7,907372.2,1627948,38.499,10.93,50.571,0,"AM",14.414,55.737,0.439,"Butterflyfish",99
"Fis-138631","Prognathodes falcifer",NA,165701,"Unknown","LC","BUTTERFLYFISH",165701,"iucn",2174134.1,1849932.9,542145.1,9.864,75.709,14.427,0,"IUCN",14.592,29.306,0.499,"Butterflyfish",23
"Fis-25698","Coradion chrysozonus",1,165702,"Stable","LC","BUTTERFLYFISH",165702,"iucn",15751031,9920594.8,13237198.4,46.665,16.3,37.034,0,"AM",16.572,74.945,3.573,"Butterflyfish",158
"Fis-31859","Chaetodon aureofasciatus",NA,165703,"Stable","LC","BUTTERFLYFISH",165703,"iucn",5122096.8,3939479,2360509.2,23.032,54.051,22.917,0,"IUCN",15.449,59.919,1.063,"Butterflyfish",97
"Fis-35803","Chaetodon lunulatus",1,165704,"Decreasing","LC","BUTTERFLYFISH",165704,"iucn",23810695,7879697.5,23116876.7,30.165,2.914,66.921,0,"AM",16.986,34.086,6.24,"Butterflyfish",103
"Fis-35089","Chaetodon fasciatus",NA,165705,"Stable","LC","BUTTERFLYFISH",165705,"iucn",2774809,2347539,946896.7,18.842,65.789,15.368,0,"IUCN",14.836,40.336,0.634,"Butterflyfish",25
"Fis-58081","Chelmonops curiosus",1,165706,"Stable","LC","BUTTERFLYFISH",165706,"iucn",883131.3,465868.1,849390.9,49.128,4.07,46.802,0,"AM",13.691,54.847,0.229,"Butterflyfish",35
"Fis-142113","Chaetodon andamanensis",NA,165707,"Unknown","DD","BUTTERFLYFISH",165707,"iucn",2093894.8,2093894.8,0,0,100,0,NA,"IUCN",14.555,0,0.565,"Butterflyfish",7
"Fis-32634","Chaetodon blackburnii",NA,165709,"Stable","LC","BUTTERFLYFISH",165709,"iucn",2915373.6,1898727.3,1729132.2,24.574,40.221,35.206,0,"IUCN",14.886,91.068,0.513,"Butterflyfish",30
"Fis-31862","Chaetodon assarius",NA,165710,"Stable","LC","BUTTERFLYFISH",165710,"iucn",831644.3,557316,569319.7,35.032,32.166,32.803,0,"AM",13.631,97.892,0.154,"Butterflyfish",24
"Fis-31861","Chaetodon adiergastos",NA,165711,"Stable","LC","BUTTERFLYFISH",165711,"iucn",10562285.7,6305552.8,7518880,30.615,28.841,40.544,0,"AM",16.173,83.863,2.03,"Butterflyfish",25
"Fis-31447","Chaetodon trifascialis",1,165712,"Decreasing","NT","BUTTERFLYFISH",165712,"iucn",29983443.3,12373501.6,27756631.1,33.677,7.533,58.789,0,"AM",17.216,44.579,7.492,"Butterflyfish",213
"Fis-31443","Chaetodon reticulatus",1,165713,"Stable","DD","BUTTERFLYFISH",165713,"iucn",5478300.8,5478300.8,0,0,100,0,NA,"IUCN",15.516,0,1.479,"Butterflyfish",97
"Fis-31450","Chaetodon unimaculatus",1,165714,"Stable","LC","BUTTERFLYFISH",165714,"iucn",24827687.4,10128185.5,23927284.2,37,3.702,59.298,0,"AM",17.027,42.329,6.459,"Butterflyfish",163
"Fis-31452","Forcipiger flavissimus",1,165716,"Stable","LC","BUTTERFLYFISH",165716,"iucn",32091541.3,13272826,28781232.9,30.925,10.46,58.616,0,"AM",17.284,46.116,7.769,"Butterflyfish",238
"Fis-31904","Chaetodon rainfordi",NA,165717,"Decreasing","NT","BUTTERFLYFISH",165717,"iucn",1819377.9,1490765.7,738205.1,22.508,59.486,18.006,0,"IUCN",14.414,49.519,0.402,"Butterflyfish",49
"Fis-31868","Chaetodon guentheri",NA,165718,"Stable","LC","BUTTERFLYFISH",165718,"iucn",13238801,9494510.6,7071153.7,25.039,46.618,28.343,0,"IUCN",16.399,74.476,2.563,"Butterflyfish",46
"Fis-26699","Hemitaurichthys zoster",NA,165719,"Stable","LC","BUTTERFLYFISH",165719,"iucn",14521550.6,11253459.4,4989855.2,11.819,65.697,22.483,0,"IUCN",16.491,44.341,3.038,"Butterflyfish",44
"Fis-27746","Chelmonops truncatus",NA,165720,"Stable","LC","BUTTERFLYFISH",165720,"iucn",3302937.4,3205832.4,205692.8,3.465,93.399,3.135,0,"IUCN",15.01,6.416,0.865,"Butterflyfish",45
"Fis-31248","Chaetodon miliaris",NA,165721,"Stable","LC","BUTTERFLYFISH",165721,"iucn",1647000.5,1143337.7,682219.1,10.825,58.591,30.584,0,"IUCN",14.314,59.669,0.309,"Butterflyfish",47
"Fis-32538","Chaetodon collare",NA,165723,"Stable","LC","BUTTERFLYFISH",165723,"iucn",14619221.9,11518240.6,5856269.2,18.69,60.192,21.118,0,"IUCN",16.498,50.843,3.109,"Butterflyfish",46
"Fis-35232","Chaetodon melapterus",NA,165724,"Stable","LC","BUTTERFLYFISH",165724,"iucn",2896131.7,2166352.2,1585964.2,29.719,45.08,25.201,0,"IUCN",14.879,73.209,0.585,"Butterflyfish",13
"Fis-31444","Chaetodon semeion",NA,165725,"Stable","LC","BUTTERFLYFISH",165725,"iucn",22804978.7,12035662.5,16664616.2,25.605,27.183,47.212,0,"AM",16.942,72.223,4.498,"Butterflyfish",48
"Fis-58083","Chaetodon dialeucos",NA,165726,"Stable","LC","BUTTERFLYFISH",165726,"iucn",980176.1,764778.4,383059.8,17.066,61.078,21.856,0,"IUCN",13.795,50.088,0.206,"Butterflyfish",3
"Fis-27169","Apolemichthys griffisi",NA,165822,"Stable","LC","ANGELFISH",165822,"iucn",4243011.3,2010739.7,2736090.9,11.833,35.426,52.742,0,"AM",15.261,73.49,0.739,"Angelfish",5
"Fis-34365","Holacanthus africanus",NA,165825,"Stable","LC","ANGELFISH",165825,"iucn",1349952.5,675915.9,1249837.4,42.568,7.432,50,0,"AM",14.116,54.08,0.337,"Angelfish",81
"Fis-34344","Chaetodontoplus chrysocephalus",NA,165826,"Unknown","LC","ANGELFISH",165826,"iucn",5673439.9,5664249.1,36741.7,0.473,99.369,0.158,0,"IUCN",15.551,0.649,1.529,"Angelfish",8
"Fis-26703","Centropyge fisheri",NA,165828,"Stable","LC","ANGELFISH",165828,"iucn",28502325.7,13136575.7,23252665.4,27.468,18.852,53.68,0,"AM",17.165,56.495,6.277,"Angelfish",49
"Fis-25750","Pomacanthus xanthometopon",1,165829,"Stable","LC","ANGELFISH",165829,"iucn",16375256.3,8705429.1,13797682.9,37.133,16.226,46.641,0,"AM",16.611,63.093,3.724,"Angelfish",45
"Fis-34254","Centropyge hotumatua",NA,165830,"Stable","LC","ANGELFISH",165830,"iucn",1021646.7,532222.8,520154.8,3.073,48.045,48.883,0,"AM",13.837,97.733,0.144,"Angelfish",5
"Fis-28090","Pomacanthus chrysurus",NA,165831,"Stable","LC","ANGELFISH",165831,"iucn",4275027.5,2615179.9,2653592.8,23.28,37.943,38.777,0,"AM",15.268,98.552,0.716,"Angelfish",22
"Fis-30117","Holacanthus bermudensis",1,165832,"Stable","LC","ANGELFISH",165832,"iucn",2256140.6,1522150.5,1815067.5,48.079,19.579,32.342,0,"AM",14.629,83.862,0.49,"Angelfish",90
"Fis-26757","Pomacanthus maculosus",NA,165833,"Stable","LC","ANGELFISH",165833,"iucn",3590864.9,1960214.3,2988581.6,38.267,16.68,45.053,0,"AM",15.094,65.59,0.807,"Angelfish",35
"Fis-17303","Apolemichthys arcuatus",NA,165834,"Stable","LC","ANGELFISH",165834,"iucn",893271.9,367620.9,682219.1,17.516,23.248,59.236,0,"AM",13.703,53.886,0.184,"Angelfish",8
"Fis-26169","Apolemichthys trimaculatus",1,165835,"Stable","LC","ANGELFISH",165835,"iucn",21602296.4,12081175.5,16823009.6,33.578,22.302,44.119,0,"AM",16.888,71.813,4.541,"Angelfish",107
"Fis-22168","Centropyge argi",NA,165837,"Unknown","LC","ANGELFISH",165837,"iucn",5953590,3784265.4,4328722.6,36.408,27.668,35.925,0,"AM",15.6,87.422,1.168,"Angelfish",95
"Fis-32986","Centropyge colini",NA,165838,"Stable","LC","ANGELFISH",165838,"iucn",9127704.1,6291964.1,4125551.1,14.072,54.663,31.265,0,"IUCN",16.027,65.569,1.698,"Angelfish",9
"Fis-28087","Pomacanthus asfur",NA,165839,"Stable","LC","ANGELFISH",165839,"iucn",3276025.5,2480823.8,1542844.1,22.621,53.411,23.968,0,"IUCN",15.002,62.191,0.67,"Angelfish",22
"Fis-26189","Pomacanthus sexstriatus",1,165840,"Stable","LC","ANGELFISH",165840,"iucn",16173956.6,9773282.8,14017433.9,46.858,13.444,39.699,0,"AM",16.599,69.722,3.784,"Angelfish",103
"Fis-34217","Apolemichthys xanthopunctatus",NA,165841,"Stable","LC","ANGELFISH",165841,"iucn",1329389,175211.4,1227979.3,5.543,7.621,86.836,0,"AM",14.1,14.268,0.331,"Angelfish",3
"Fis-58074","Pomacanthus rhomboides",NA,165842,"Stable","LC","ANGELFISH",165842,"iucn",1468248.3,1291214.9,272818.9,7.101,79.487,13.412,0,"IUCN",14.2,21.129,0.349,"Angelfish",21
"Fis-27124","Genicanthus melanospilos",NA,165843,"Stable","LC","ANGELFISH",165843,"iucn",15357209,8838948.3,11171811,30.096,27.443,42.461,0,"AM",16.547,79.118,3.016,"Angelfish",62
"Fis-28015","Apolemichthys xanthurus",NA,165844,"Unknown","LC","ANGELFISH",165844,"iucn",4976360.8,4148781.9,1355316.8,10.376,73.226,16.398,0,"IUCN",15.42,32.668,1.12,"Angelfish",28
