sciname,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid
Oncorhynchus nerka,201450,EN,Decreasing,135301,NA
Oncorhynchus nerka,135381,EN,Decreasing,135301,NA
Oncorhynchus nerka,201452,LC,Decreasing,135301,NA
Oncorhynchus nerka,135359,DD,Unknown,135301,NA
Oncorhynchus nerka,201454,EN,Decreasing,135301,NA
Oncorhynchus nerka,201449,DD,Decreasing,135301,NA
Oncorhynchus nerka,201447,EN,Decreasing,135301,NA
Oncorhynchus nerka,135356,DD,Unknown,135301,NA
Oncorhynchus nerka,201446,LC,Increasing,135301,NA
Oncorhynchus nerka,135327,DD,Unknown,135301,NA
Oncorhynchus nerka,135343,LC,Stable,135301,NA
Oncorhynchus nerka,135338,LC,Decreasing,135301,NA
Oncorhynchus nerka,135355,DD,Unknown,135301,NA
Oncorhynchus nerka,135375,DD,Unknown,135301,NA
Oncorhynchus nerka,135352,VU,Decreasing,135301,NA
Oncorhynchus nerka,135354,LC,Decreasing,135301,NA
