"","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area"
"634","SLB-100653",192374,"Conus boeticus",NA,NA,"CONUS","LC","Unknown",9097749.83052671,14929148.8667215
"635","SLB-100654",192383,"Conus ammiralis",NA,NA,"CONUS","LC","Unknown",7786526.10601838,22510510.7050475
"636","SLB-100657",192563,"Conus aulicus",NA,NA,"CONUS","LC","Unknown",8904870.74006315,29643143.2502718
"637","SLB-100658",192413,"Conus aureus",NA,NA,"CONUS","LC","Unknown",6476567.848782,24646970.3927022
"638","SLB-100659",192849,"Conus balteatus",NA,NA,"CONUS","LC","Unknown",6229415.56202669,20434981.1865109
"639","SLB-100671",192853,"Conus virgo",NA,NA,"CONUS","LC","Unknown",9127456.89090676,31375571.2072738
"640","SLB-100934",192831,"Conus centurio",NA,NA,"CONUS","LC","Unknown",2401523.10941289,3889943.15807979
"641","SLB-103760",192727,"Conus achatinus",NA,NA,"CONUS","LC","Unknown",7479149.59433621,21148823.4882836
"642","SLB-103788",192420,"Conus biliosus",NA,NA,"CONUS","LC","Unknown",9087162.73190703,18193564.0199892
"643","SLB-103799",192304,"Conus capitanellus",NA,NA,"CONUS","LC","Unknown",10254971.896823,2337989.2057607
"644","SLB-103800",192820,"Conus caracteristicus",NA,NA,"CONUS","LC","Unknown",9569100.19572391,10679916.7223813
"645","SLB-103806",192708,"Conus cinereus",NA,NA,"CONUS","LC","Unknown",9429606.44303734,10530148.423868
"646","SLB-103811",192829,"Conus circumcisus",NA,NA,"CONUS","LC","Unknown",4275209.90072108,12345267.3970039
"647","SLB-103816",192393,"Conus coccineus",NA,NA,"CONUS","LC","Unknown",8968235.91122746,8257453.30661103
"648","URM-Cn-5757",133371,"Fungia distorta",NA,NA,"CORAL2","LC","Stable",9060243.85461044,25694986.0823186
"649","SLB-117483",133495,"Galaxea horrescens",NA,NA,"CORAL2","LC","Unknown",7457109.99852569,17523613.665421
"650","SLB-117490",133097,"Pocillopora danae",NA,NA,"CORAL2","VU","Unknown",9525615.28963061,10751946.2159233
"651","SLB-117497",133002,"Seriatopora stellata",NA,NA,"CORAL2","NT","Stable",8929559.04609455,14106982.2270377
"652","SLB-117551",133530,"Stylophora subseriata",NA,NA,"CORAL2","LC","Unknown",12641311.8136351,16900676.8920974
"653","SLB-118089",192269,"Conus lischkeanus",NA,NA,"CONUS","LC","Unknown",11593636.7454319,5799862.26691265
"654","Hol-210901",180525,"Holothuria pervicax",NA,NA,"SEACUCUMBERS","LC","Unknown",7608545.08748761,27140952.4020383
"655","SLB-118698",192549,"Conus magus",NA,NA,"CONUS","LC","Unknown",12289848.46911,18994451.2892406
"656","SLB-118698",192794,"Conus magus",NA,NA,"CONUS","LC","Unknown",12289848.46911,18994451.2892406
"657","SLB-118879",192399,"Conus monachus",NA,NA,"CONUS","LC","Unknown",8125739.89365925,NA
"658","SLB-118879",192727,"Conus monachus",NA,NA,"CONUS","LC","Unknown",8125739.89365925,NA
"659","SLB-118880",192686,"Conus parius",NA,NA,"CONUS","LC","Unknown",5130589.61890716,8503763.08314945
"660","SLB-118881",192811,"Conus planorbis",NA,NA,"CONUS","LC","Unknown",12050922.5024227,25090429.2359712
"661","SLB-118910",192647,"Conus spectrum",NA,NA,"CONUS","LC","Unknown",11337138.4662777,8730943.9752374
"662","SLB-158372",192786,"Conus stercusmuscarum",NA,NA,"CONUS","LC","Unknown",5800254.04373605,32013262.995717
"663","SLB-118937",192692,"Conus viola",NA,NA,"CONUS","LC","Unknown",9221847.87595837,5391901.88690339
"664","SLB-155564",185066,"Polycheles coccifer",NA,NA,"LOBSTERS","LC","Unknown",8929027.37139532,4634311.2761527
"665","SLB-158789",133217,"Meandrina danae",NA,NA,"CORAL2","LC","Stable",2369629.21627118,3304373.08088489
"666","SLB-158796",133543,"Porites brighami",NA,NA,"CORAL2","LC","Unknown",153956.222978793,590738.999441564
"667","SLB-158799",133584,"Porites divaricata",NA,NA,"CORAL2","LC","Stable",1999419.70244069,3328122.10039614
"668","SLB-158820",133045,"Pocillopora ligulata",NA,NA,"CORAL2","LC","Unknown",6803416.94468924,5550266.1103409
"669","Hol-148752",180246,"Holothuria difficilis",NA,NA,"SEACUCUMBERS","LC","Unknown",10406094.0570997,26094897.7606848
"670","Hol-210846",180504,"Holothuria cinerascens",NA,NA,"SEACUCUMBERS","LC","Stable",7194819.35493626,10402765.0338965
"671","Kew-308879",173346,"Thalassia testudinum",NA,NA,"SEAGRASSES","LC","Stable",2224324.17566555,3885023.26093474
"672","Kew-288211",173378,"Syringodium filiforme",NA,NA,"SEAGRASSES","LC","Stable",2074864.7463569,3906445.70302651
"673","Kew-308065",173372,"Halodule wrightii",NA,NA,"SEAGRASSES","LC","Increasing",2866908.18688756,9197186.69658818
"674","ITS-32137",178811,"Avicennia germinans",NA,NA,"MANGROVES","LC","Decreasing",4333144.66717392,5828713.20785964
"675","SLB-173556",185064,"Stereomastis auriculata",NA,NA,"LOBSTERS","LC","Unknown",12488138.8569218,9132599.07801924
"676","SLB-173558",185083,"Polycheles baccatus",NA,NA,"LOBSTERS","LC","Unknown",8128417.37106567,6544365.12026517
"677","SLB-173560",185069,"Stereomastis galil",NA,NA,"LOBSTERS","LC","Unknown",8880146.2693937,5753108.82811928
"678","Hol-210893",180286,"Holothuria pardalis",NA,NA,"SEACUCUMBERS","LC","Unknown",15037028.2581096,32632090.129808
"679","SLB-184797",185091,"Pentacheles obscurus",NA,NA,"LOBSTERS","LC","Unknown",31076266.5581913,3261071.94379662
"680","SLB-184959",169978,"Scammarctus batei",NA,NA,"LOBSTERS","LC","Unknown",10643536.4753553,5971172.79140757
"681","Hol-210873",180494,"Holothuria fuscocinerea",NA,NA,"SEACUCUMBERS","LC","Unknown",8695873.02686718,34142095.0640179
"682","Kew-308072",173352,"Halophila decipiens",NA,NA,"SEAGRASSES","LC","Stable",10769496.5674344,21693032.2510646
"683","Kew-308804",164508,"Ruppia maritima",NA,NA,"SEAGRASSES","LC","Stable",5522090.09652738,9369717.45858087
"684","Fis-10516",48342166,"Aspidontus tractus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2925772.87472801,6526556.79111086
"685","Fis-10657",187559,"Thalassoma hardwicke",NA,NA,"WRASSES","LC","Unknown",11581199.7050806,26899346.487432
"686","Fis-112193",190741,"Chlorurus troschelii",NA,NA,"PARROTFISH","LC","Unknown",5445382.65139035,1115464.6949985
"687","Fis-112810",194855,"Parablennius rouxi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1205256.88369351,1673886.0553902
"688","Fis-113010",46079096,"Alticus kirkii",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3857428.5467036,2615711.2044354
"689","Fis-113018",46079321,"Antennablennius variopunctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2169527.51723431,2058313.99762574
"690","Fis-113029",46079924,"Parablennius thysanius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11999381.1300815,2251207.22952093
"691","Fis-113043",18263684,"Petroscirtes ancylodon",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1650686.28037923,1494704.69660608
"692","Fis-113684",183886,"Entomacrodus chiostictus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",604825.128195676,1335228.88633946
"693","Fis-113731",154841,"Dotalabrus alleni",NA,NA,"WRASSES","LC","Unknown",517150.900647862,281230.047118112
"694","Fis-113737",187535,"Notolabrus parilus",NA,NA,"WRASSES","LC","Unknown",629086.611210565,943410.934989204
"695","Fis-113783",187633,"Notolabrus gymnogenis",NA,NA,"WRASSES","LC","Unknown",146383.679099871,250029.560268357
"696","Fis-113792",187426,"Notolabrus tetricus",NA,NA,"WRASSES","LC","Stable",1757304.3868901,606147.85797794
"697","Fis-113829",187662,"Notolabrus celidotus",NA,NA,"WRASSES","LC","Unknown",794141.525142394,905783.178977239
"698","Fis-113864",187566,"Notolabrus cinctus",NA,NA,"WRASSES","LC","Unknown",287347.026393386,288016.480205365
"699","Fis-114122",187481,"Pseudolabrus miles",NA,NA,"WRASSES","LC","Unknown",350926.130368522,905783.178977239
"700","Fis-114156",187519,"Pictilabrus laticlavius",NA,NA,"WRASSES","LC","Unknown",1301526.12647735,1357170.12699239
"701","Fis-114240",187491,"Austrolabrus maculatus",NA,NA,"WRASSES","LC","Stable",1134983.68081445,925410.664489607
"702","Fis-115417",48342195,"Ecsenius fijiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1573262.75014838,365993.850722273
"703","Fis-117893",185175,"Salaria pavo",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1892348.67018177,2754882.61016743
"704","Fis-118267",196018,"Eptatretus carlhubbsi",NA,NA,"hagfishes","LC","Unknown",3373755.46550052,1327904.96879352
"705","Fis-118500",183980,"Plagiotremus azaleus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1056854.88505367,2056259.3311408
"706","Fis-119162",187498,"Coris ballieui",NA,NA,"WRASSES","LC","Unknown",384151.326744287,686464.650923599
"707","Fis-119366",190746,"Chlorurus oedema",NA,NA,"PARROTFISH","LC","Unknown",10577993.5762657,2860702.19505168
"708","Fis-121729",190744,"Chlorurus bleekeri",NA,NA,"PARROTFISH","LC","Unknown",4533568.14537173,12611442.972552
"709","Fis-121730",190725,"Scarus xanthopleura",NA,NA,"PARROTFISH","LC","Unknown",10741378.478914,9909097.95863344
"710","Fis-123148",190699,"Chlorurus atrilunula",NA,NA,"PARROTFISH","LC","Unknown",1664331.53909986,1493030.55655864
"711","Fis-123150",190692,"Chlorurus enneacanthus",NA,NA,"PARROTFISH","LC","Unknown",2721440.79870793,1920659.59358426
"712","Fis-123151",190711,"Chlorurus bowersi",NA,NA,"PARROTFISH","NT","Unknown",4704584.02630724,2695931.71632419
"713","Fis-123152",190762,"Chlorurus frontalis",NA,NA,"PARROTFISH","LC","Stable",7994237.19947663,10548521.4415166
"714","Fis-123153",190718,"Chlorurus perspicillatus",NA,NA,"PARROTFISH","LC","Unknown",360068.387056185,686464.650923599
"715","Fis-123736",170341,"Thunnus orientalis",NA,NA,"Tunas_and_billfishes2","VU","Decreasing",152989544.786856,51245827.445644
"716","Fis-126019",187654,"Labrus viridis",NA,NA,"WRASSES","VU","Decreasing",1451388.67052138,2928340.25839796
"717","Fis-127090",185149,"Hypleurochilus fissicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",1577421.9566536,861639.296328826
"718","Fis-127171",193760,"Torquigener squamicauda",NA,NA,"PUFFERFISH","LC","Unknown",2620952.19564336,338382.509314562
"719","Fis-127179",193631,"Contusus brevicaudus",NA,NA,"PUFFERFISH","LC","Unknown",818152.543107048,716604.918731039
"720","Fis-127185",193661,"Tetractenos glaber",NA,NA,"PUFFERFISH","LC","Unknown",1813229.66092264,750089.903642539
"721","Fis-127204",187506,"Bodianus frenchii",NA,NA,"WRASSES","NT","Decreasing",1048345.61841899,925884.358183101
"722","Fis-127206",187604,"Pteragogus enneacanthus",NA,NA,"WRASSES","LC","Unknown",7603164.26676134,10457056.9554325
"723","Fis-128051",187640,"Coris cuvieri",NA,NA,"WRASSES","LC","Unknown",3846259.36815949,6044711.17243647
"724","Fis-128246",154829,"Parablennius yatabei",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1842922.66308997,1694177.78044682
"725","Fis-130735",187598,"Halichoeres bicolor",NA,NA,"WRASSES","LC","Unknown",7969094.3703707,4769542.58896267
"726","Fis-130760",48342287,"Cirrisalarias bunares",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4154096.60866482,1761678.41170932
"727","Fis-131626",196036,"Eptatretus multidens",NA,NA,"hagfishes","LC","Unknown",2691602.02251526,1336321.51426972
"728","Fis-132769",187775,"Symphodus doderleini",NA,NA,"WRASSES","LC","Stable",1341904.14096218,2376597.18225572
"729","Fis-133251",170357,"Scomber colias",NA,NA,"Tunas_and_billfishes1","LC","Unknown",7890474.3702727,7328814.11485921
"730","Fis-133976",193803,"Omegophora cyanopunctata",NA,NA,"PUFFERFISH","LC","Unknown",605994.543010876,562488.578847255
"731","Fis-133990",193784,"Tetractenos hamiltoni",NA,NA,"PUFFERFISH","LC","Unknown",200999.078938493,512379.392552526
"732","Fis-134077",193623,"Canthigaster papua",NA,NA,"PUFFERFISH","LC","Unknown",8325925.02559919,11693775.2340953
"733","Fis-134684",155314,"Pseudocheilinus ocellatus",NA,NA,"WRASSES","LC","Unknown",5457127.04310068,8172251.53276415
"734","Fis-135733",132751,"Epinephelus coeruleopunctatus",NA,NA,"GROUPERS","LC","Unknown",14151516.9481544,18070176.1080708
"735","Fis-136667",183460,"Abudefduf declivifrons",NA,NA,"DAMSELFISH","LC","Unknown",416864.852872364,738562.006389634
"736","Fis-138052",170157,"Dentex spariformis",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",8755054.22099806,947740.887294587
"737","Fis-138277",48342223,"Parablennius tasmanianus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1297630.13590573,703207.724252159
"738","Fis-138530",183462,"Stegastes beebei",NA,NA,"DAMSELFISH","VU","Unknown",123704.490897101,188180.755889122
"739","Fis-138631",165701,"Prognathodes falcifer",NA,NA,"BUTTERFLYFISH","LC","Unknown",1824019.19532493,545435.873811449
"740","Fis-138814",187478,"Halichoeres leucurus",NA,NA,"WRASSES","LC","Unknown",7081170.82859083,8943901.18004164
"741","Fis-138816",155221,"Halichoeres papilionaceus",NA,NA,"WRASSES","LC","Unknown",4090825.77201893,6770051.2123151
"742","Fis-138844",155108,"Omobranchus rotundiceps",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",6899484.36291005,2453044.99033744
"743","Fis-139086",48342502,"Parablennius intermedius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2121297.88491485,1499579.96281904
"744","Fis-139219",187409,"Ophthalmolepis lineolata",NA,NA,"WRASSES","LC","Unknown",636856.191419076,1130952.10607568
"745","Fis-139731",194856,"Salaria basilisca",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",918455.989060019,475840.336578546
"746","Fis-139755",187730,"Stethojulis notialis",NA,NA,"WRASSES","LC","Unknown",2372664.34690247,1225019.34103145
"747","Fis-140317",178018,"Ctenochaetus flavicauda",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",2223730.35691814,3221352.58270626
"748","Fis-142138",187600,"Halichoeres nigrescens",NA,NA,"WRASSES","LC","Unknown",11666801.5781211,13684773.0551459
"749","Fis-142714",48342168,"Omobranchus obliquus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8897097.75077384,8443044.23350082
"750","Fis-143216",165871,"Centropyge bispinosa",NA,NA,"ANGELFISH","LC","Stable",12408406.7935519,23282267.9932104
"751","Fis-143219",165849,"Centropyge ferrugata",NA,NA,"ANGELFISH","LC","Stable",4824794.55523872,1530676.86285951
"752","Fis-143220",165878,"Centropyge flavissima",NA,NA,"ANGELFISH","LC","Stable",6553405.30714556,10262305.4431876
"753","Fis-143223",165900,"Centropyge venusta",NA,NA,"ANGELFISH","LC","Stable",5312339.34849346,1088115.75047335
"754","Fis-143281",190702,"Scarus fuscocaudalis",NA,NA,"PARROTFISH","LC","Unknown",6703732.06361064,5934824.80370552
"755","Fis-143889",178024,"Zebrasoma desjardinii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",3080464.69233869,7162084.47945909
"756","Fis-145088",187766,"Halichoeres kallochroma",NA,NA,"WRASSES","LC","Unknown",6412346.30752535,799668.026939386
"757","Fis-145135",190732,"Scarus iseri",NA,NA,"PARROTFISH","LC","Unknown",2940739.28165301,3059573.46499721
"758","Fis-145166",177958,"Ctenochaetus cyanocheilus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",5484094.57929926,15934815.8339592
"759","Fis-145167",177992,"Ctenochaetus truncatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",3033115.78633947,5614768.7199226
"760","Fis-145444",48342171,"Omobranchus germaini",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",7693908.71102716,10567236.9854965
"761","Fis-145453",48342217,"Praealticus bilineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3768015.40238982,5820537.31816919
"762","Fis-145458",48342427,"Atrosalarias hosokawai",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4570299.08212373,5118460.06419557
"763","Fis-145465",48342289,"Praealticus striatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",5535300.28281105,4816369.21383372
"764","Fis-145583",187720,"Choerodon sugillatum",NA,NA,"WRASSES","LC","Unknown",4455584.27457451,1742694.37487221
"765","Fis-145609",187753,"Bodianus trilineatus",NA,NA,"WRASSES","LC","Unknown",1957416.70460625,1219518.88633609
"766","Fis-146038",46104090,"Ophioblennius macclurei",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",1808713.29267917,3551542.21826122
"767","Fis-146179",187411,"Iniistius pentadactylus",NA,NA,"WRASSES","LC","Unknown",11114207.7231876,12766884.2500598
"768","Fis-146180",187395,"Iniistius aneitensis",NA,NA,"WRASSES","LC","Unknown",5451561.50190978,13695845.560535
"769","Fis-146181",187731,"Iniistius baldwini",NA,NA,"WRASSES","LC","Unknown",10681539.8268572,1343791.7869334
"770","Fis-146727",178004,"Naso elegans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",3030788.90419589,7207196.5090401
"771","Fis-146734",177951,"Naso tonganus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",15060851.6567769,18894670.2070737
"772","Fis-148569",165621,"Prognathodes aya",NA,NA,"BUTTERFLYFISH","LC","Unknown",1361691.13972556,1231014.27703455
"773","Fis-148570",165646,"Prognathodes guyanensis",NA,NA,"BUTTERFLYFISH","LC","Unknown",3082360.08590859,3595771.32589287
"774","Fis-148575",165627,"Prognathodes aculeatus",NA,NA,"BUTTERFLYFISH","LC","Stable",2594184.45950769,3548147.00684004
"775","Fis-149111",187719,"Clepticus brasiliensis",NA,NA,"WRASSES","LC","Unknown",1221604.91844551,1300609.89923943
"776","Fis-149118",187466,"Oxycheilinus digramma",NA,NA,"WRASSES","LC","Unknown",13647397.4250745,21902340.6215093
"777","Fis-149158",187807,"Bodianus flavifrons",NA,NA,"WRASSES","LC","Unknown",2279254.1614631,386824.117478202
"778","Fis-150213",190172,"Canthigaster figueiredoi",NA,NA,"PUFFERFISH","LC","Unknown",634956.768589434,2096542.30008998
"779","Fis-150289",48342229,"Praealticus caesius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2513144.8641312,3107325.90409251
"780","Fis-150321",48342433,"Enchelyurus kraussii",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",12204828.4768145,15016796.6527072
"781","Fis-150326",48342505,"Nannosalarias nativitatis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8438270.43961711,10666623.956879
"782","Fis-150883",183963,"Stegastes leucorus",NA,NA,"DAMSELFISH","VU","Unknown",318403.493849671,509065.451024814
"783","Fis-151993",165684,"Chaetodon interruptus",NA,NA,"BUTTERFLYFISH","LC","Stable",1442734.51070611,4474364.35675824
"784","Fis-152142",165852,"Paracentropyge multifasciata",NA,NA,"ANGELFISH","LC","Stable",8592133.74102438,14735061.2704515
"785","Fis-155103",187623,"Iniistius dea",NA,NA,"WRASSES","LC","Unknown",11871106.2243544,3181718.58534316
"786","Fis-155663",46104064,"Hypsoblennius hentz",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",708736.792788222,1349240.50332262
"787","Fis-158172",187693,"Thalassoma nigrofasciatum",NA,NA,"WRASSES","LC","Unknown",2102890.84429145,4400249.04826084
"788","Fis-159655",190709,"Scarus coeruleus",NA,NA,"PARROTFISH","LC","Unknown",2939132.4399888,3338136.08713907
"789","Fis-161650",187368,"Bodianus dictynna",NA,NA,"WRASSES","LC","Unknown",7906484.347289,14371808.9113754
"790","Fis-161832",170212,"Evynnis tumifrons",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",13788681.9051364,2004643.70977794
"791","Fis-162304",48342488,"Rhabdoblennius nitidus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4573065.49151967,2725951.03543471
"792","Fis-162908",180103,"Roa australis",NA,NA,"BUTTERFLYFISH","LC","Unknown",8105833.13725068,106355.158355943
"793","Fis-163398",170309,"Kajikia audax",NA,NA,"Tunas_and_billfishes1","NT","Decreasing",208945136.607928,175079272.931491
"794","Fis-163774",132730,"Hyporthodus acanthistius",NA,NA,"GROUPERS","LC","Unknown",888513.573749285,1728689.3985755
"795","Fis-163776",132795,"Hyporthodus ergastularius",NA,NA,"GROUPERS","LC","Unknown",320450.944243625,524416.073420897
"796","Fis-163777",64400,"Hyporthodus flavolimbatus",NA,NA,"GROUPERS","VU","Decreasing",3239432.32097935,4720343.3655964
"797","Fis-163778",132827,"Hyporthodus mystacinus",NA,NA,"GROUPERS","LC","Stable",2848130.26035606,3498635.59750154
"798","Fis-163779",7860,"Hyporthodus nigritus",NA,NA,"GROUPERS","CR","Unknown",3183790.51239181,1750787.45804882
"799","Fis-163781",7861,"Hyporthodus niveatus",NA,NA,"GROUPERS","VU","Decreasing",4146417.80527219,4186262.18722026
"800","Fis-163783",44675,"Hyporthodus quernus",NA,NA,"GROUPERS","NT","Unknown",235326.546933969,430142.637509274
"801","Fis-16392",170264,"Diplodus holbrookii",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",476331.721559067,858670.923218159
"802","Fis-163966",187492,"Symphodus ocellatus",NA,NA,"WRASSES","LC","Stable",1689542.08607649,2852450.01784444
"803","Fis-163987",193712,"Arothron stellatus",NA,NA,"PUFFERFISH","LC","Unknown",15457422.6394256,28329484.7325865
