am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,spp_group,id_no,spatial_source,name_verified
NA,Naseus vomer,NA,178002,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178002,iucn,TRUE
NA,Naso thorpei,NA,178002,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178002,iucn,TRUE
NA,Naso vomer,NA,178002,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178002,iucn,TRUE
NA,Priodon hexacanthus,NA,178002,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178002,iucn,TRUE
Fis-31624,Naso tuberosus,null,178003,Unknown,DD,SURGEONFISH_TANGS_UNICORNFISH,178003,iucn,TRUE
Fis-146727,Naso elegans,1,178004,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178004,iucn,TRUE
NA,Aspisurus elegans,NA,178004,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178004,iucn,TRUE
Fis-25956,Zebrasoma flavescens,1,178005,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178005,iucn,TRUE
Fis-25907,Zebrasoma scopas,1,178005,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178005,iucn,TRUE
NA,Acanthurus altivelis,NA,178005,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178005,iucn,TRUE
NA,Acanthurus scopas,NA,178005,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178005,iucn,TRUE
NA,Acanthurus suillus,NA,178005,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178005,iucn,TRUE
NA,Zebrasoma supraalba,NA,178005,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178005,iucn,TRUE
Fis-31086,Acanthurus grammoptilus,1,178006,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178006,iucn,TRUE
Fis-35635,Acanthurus albipectoralis,1,178007,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178007,iucn,TRUE
Fis-25282,Acanthurus thompsoni,null,178008,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178008,iucn,TRUE
NA,Acanthurus philippinus,NA,178008,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178008,iucn,TRUE
NA,Hepatus philippinus,NA,178008,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178008,iucn,TRUE
NA,Hepatus thompsoni,NA,178008,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178008,iucn,TRUE
NA,Teuthis thompsoni,NA,178008,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178008,iucn,TRUE
Fis-28312,Zebrasoma xanthurum,null,178009,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178009,iucn,TRUE
NA,Acanthurus xanthurus,NA,178009,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178009,iucn,TRUE
NA,Acanthurus velifer,NA,178010,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178010,iucn,TRUE
NA,Zebrasoma veliferum,NA,178010,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178010,iucn,TRUE
Fis-25283,Acanthurus leucopareius,1,178011,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178011,iucn,TRUE
NA,Hepatus leucopareius,NA,178011,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178011,iucn,TRUE
NA,Hepatus umbra,NA,178011,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178011,iucn,TRUE
NA,Teuthis bishopi,NA,178011,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178011,iucn,TRUE
NA,Teuthis leucopareius,NA,178011,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178011,iucn,TRUE
NA,Teuthis umbra,NA,178011,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178011,iucn,TRUE
Fis-23451,Ctenochaetus striatus,1,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Acanthurus argenteus,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Acanthurus ctenodon,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Acanthurus flavoguttatus,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Acanthurus ketlitzii,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Acanthurus kettlitzii,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Acanthurus striatus,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Acronurus argenteus,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Ctenodon ctenodon,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
NA,Ctenodon cuvierii,NA,178012,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178012,iucn,TRUE
Fis-47651,Naso caesius,null,178013,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178013,iucn,TRUE
Fis-31621,Ctenochaetus hawaiiensis,null,178014,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178014,iucn,TRUE
NA,Acanthurus flavescens,NA,178015,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178015,iucn,TRUE
Fis-35282,Prionurus microlepidotus,1,178016,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178016,iucn,TRUE
NA,Acanthurus gahm,NA,178017,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178017,iucn,TRUE
NA,Acanthurus nigricaudus,NA,178017,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178017,iucn,TRUE
Fis-140317,Ctenochaetus flavicauda,null,178018,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178018,iucn,TRUE
Fis-25284,Acanthurus nigrofuscus,null,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Acanthurus fuliginosus,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Acanthurus lineolatus,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Acanthurus matoides,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Acanthurus rubropunctatus,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Ctenodon rubropunctatus,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Hepatus fuliginosus,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Hepatus lineolatus,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Hepatus lucillae,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
NA,Teuthis lucillae,NA,178019,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178019,iucn,TRUE
Fis-32088,Naso maculatus,null,178020,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178020,iucn,TRUE
Fis-25393,Prionurus biafraensis,null,178021,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178021,iucn,TRUE
NA,Xesurus biafraensis,NA,178021,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178021,iucn,TRUE
Fis-31081,Acanthurus pyroferus,1,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
NA,Acanthurus armiger,NA,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
NA,Acanthurus celebicus,NA,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
NA,Acanthurus fuscus,NA,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
NA,Hepatus celebicus,NA,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
NA,Hepatus pyriferus,NA,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
NA,Hepatus pyroferus,NA,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
NA,Rhombotides celebicus,NA,178022,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178022,iucn,TRUE
Fis-29581,Acanthurus monroviae,null,178023,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178023,iucn,TRUE
Fis-143889,Zebrasoma desjardinii,1,178024,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178024,iucn,TRUE
NA,Acanthurus desjardinii,NA,178024,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178024,iucn,TRUE
NA,Zebrasoma desjardini,NA,178024,Stable,LC,SURGEONFISH_TANGS_UNICORNFISH,178024,iucn,TRUE
Fis-35281,Prionurus maculatus,null,178025,Unknown,LC,SURGEONFISH_TANGS_UNICORNFISH,178025,iucn,TRUE
NA,Albula esuncula,NA,178043,Unknown,LC,BONEFISH_TARPONS,178043,iucn,TRUE
NA,Albula esunculus,NA,178043,Unknown,LC,BONEFISH_TARPONS,178043,iucn,TRUE
NA,Atopichthys esunculus,NA,178043,Unknown,LC,BONEFISH_TARPONS,178043,iucn,TRUE
Fis-28979,Cynoponticus coniceps,1,178051,Unknown,DD,NA,NA,am,TRUE
Fis-141241,Myroconger nigrodentatus,null,178054,Unknown,LC,NA,NA,am,TRUE
Fis-113288,Phthanophaneron harveyi,null,178057,Unknown,DD,NA,NA,am,TRUE
Fis-138579,Ammodytoides gilli,null,178060,Unknown,LC,NA,NA,am,TRUE
Fis-34247,Centropomus armatus,null,178062,Unknown,LC,NA,NA,am,TRUE
Fis-31834,Centropomus medius,null,178063,Unknown,LC,NA,NA,am,TRUE
Fis-29788,Centropomus pectinatus,null,178063,Unknown,LC,NA,NA,am,TRUE
Fis-31833,Centropomus nigrescens,null,178064,Unknown,LC,NA,NA,am,TRUE
Fis-34250,Centropomus robalito,null,178065,Unknown,LC,NA,NA,am,TRUE
Fis-34253,Centropomus unionensis,null,178066,Unknown,LC,NA,NA,am,TRUE
Fis-31835,Centropomus viridis,null,178067,Unknown,LC,NA,NA,am,TRUE
Fis-31827,Cirrhitus rivulatus,1,178070,Stable,LC,NA,NA,am,TRUE
Fis-24489,Chaetodipterus zonatus,null,178072,Unknown,LC,NA,NA,am,TRUE
Fis-32765,Parapsettus panamensis,null,178074,Unknown,LC,NA,NA,am,TRUE
Fis-145535,Microdesmus dorsipunctatus,null,178088,Unknown,DD,NA,NA,am,TRUE
Fis-149230,Microdesmus suttkusi,null,178094,Unknown,DD,NA,NA,am,TRUE
Fis-33714,Priacanthus alalaua,null,178100,Unknown,LC,NA,NA,am,TRUE
Fis-24919,Pristigenys serrula,null,178102,Unknown,LC,NA,NA,am,TRUE
Fis-30668,Sphyraena argentea,null,178105,Unknown,LC,NA,NA,am,TRUE
Fis-31825,Sphyraena ensis,null,178106,Unknown,LC,NA,NA,am,TRUE
Fis-32770,Sphyraena idiastes,null,178107,Unknown,LC,NA,NA,am,TRUE
Fis-32753,Fistularia corneta,null,178111,Unknown,LC,NA,NA,am,TRUE
NA,Sonneratia caseolaris,NA,178796,Decreasing,LC,MANGROVES,178796,iucn,TRUE
NA,Aegiceras corniculatum,NA,178797,Decreasing,LC,MANGROVES,178797,iucn,TRUE
NA,Laguncularia racemosa,NA,178798,Decreasing,LC,MANGROVES,178798,iucn,TRUE
NA,Sonneratia griffithii,NA,178799,Decreasing,CR,MANGROVES,178799,iucn,TRUE
NA,Nypa fruticans,NA,178800,Unknown,LC,MANGROVES,178800,iucn,TRUE
NA,Tabebuia palustris,NA,178801,Decreasing,VU,MANGROVES,178801,iucn,TRUE
NA,Aegialitis annulata,NA,178802,Decreasing,LC,MANGROVES,178802,iucn,TRUE
NA,Bruguiera gymnorhiza,NA,178803,Decreasing,LC,MANGROVES,178803,iucn,TRUE
NA,Sonneratia alba,NA,178804,Decreasing,LC,MANGROVES,178804,iucn,TRUE
NA,Xylocarpus mekongensis,NA,178805,Decreasing,LC,MANGROVES,178805,iucn,TRUE
NA,Xylocarpus moluccensis,NA,178805,Decreasing,LC,MANGROVES,178805,iucn,TRUE
SLB-183508,Conocarpus erectus,null,178806,Decreasing,LC,MANGROVES,178806,iucn,TRUE
NA,Heritiera globosa,NA,178807,Decreasing,EN,MANGROVES,178807,iucn,TRUE
NA,Camptostemon philippinense,NA,178808,Decreasing,EN,MANGROVES,178808,iucn,TRUE
NA,Avicennia rumphiana,NA,178809,Decreasing,VU,MANGROVES,178809,iucn,TRUE
NA,Acrostichum danaeifolium,NA,178810,Unknown,LC,MANGROVES,178810,iucn,TRUE
SLB-172427,Avicennia germinans,null,178811,Decreasing,LC,MANGROVES,178811,iucn,TRUE
NA,Avicennia nitida,NA,178811,Decreasing,LC,MANGROVES,178811,iucn,TRUE
NA,Ceriops zippeliana,NA,178812,Decreasing,LC,MANGROVES,178812,iucn,TRUE
NA,Acrostichum speciosum,NA,178813,Stable,LC,MANGROVES,178813,iucn,TRUE
NA,Sonneratia ovata,NA,178814,Decreasing,NT,MANGROVES,178814,iucn,TRUE
NA,Heritiera fomes,NA,178815,Decreasing,EN,MANGROVES,178815,iucn,TRUE
NA,Phoenix paludosa,NA,178816,Decreasing,NT,MANGROVES,178816,iucn,TRUE
NA,Scyphiphora hydrophylacea,NA,178817,Decreasing,LC,MANGROVES,178817,iucn,TRUE
NA,Scyphiphora hydrophyllacea,NA,178817,Decreasing,LC,MANGROVES,178817,iucn,TRUE
NA,Camptostemon schultzii,NA,178818,Stable,LC,MANGROVES,178818,iucn,TRUE
NA,Rhizophora racemosa,NA,178819,Decreasing,LC,MANGROVES,178819,iucn,TRUE
NA,Avicennia officinalis,NA,178820,Decreasing,LC,MANGROVES,178820,iucn,TRUE
NA,Bruguiera parviflora,NA,178821,Decreasing,LC,MANGROVES,178821,iucn,TRUE
NA,Ceriops tagal,NA,178822,Decreasing,LC,MANGROVES,178822,iucn,TRUE
NA,Avicennia schaueriana,NA,178823,Decreasing,LC,MANGROVES,178823,iucn,TRUE
NA,Ceriops australis,NA,178824,Decreasing,LC,MANGROVES,178824,iucn,TRUE
NA,Rhizophora mucronata,NA,178825,Decreasing,LC,MANGROVES,178825,iucn,TRUE
NA,Bruguiera exaristata,NA,178826,Decreasing,LC,MANGROVES,178826,iucn,TRUE
NA,Sonneratia lanceolata,NA,178827,Decreasing,LC,MANGROVES,178827,iucn,TRUE
NA,Avicennia marina,NA,178828,Decreasing,LC,MANGROVES,178828,iucn,TRUE
NA,Avicennia alba,NA,178830,Decreasing,LC,MANGROVES,178830,iucn,TRUE
NA,Rhizophora samoensis,NA,178831,Decreasing,NT,MANGROVES,178831,iucn,TRUE
NA,Acanthus ebracteatus,NA,178832,Decreasing,LC,MANGROVES,178832,iucn,TRUE
NA,Pelliciera rhizophorae,NA,178833,Decreasing,VU,MANGROVES,178833,iucn,TRUE
NA,Bruguiera hainesii,NA,178834,Decreasing,CR,MANGROVES,178834,iucn,TRUE
NA,Brownlowia tersa,NA,178835,Decreasing,NT,MANGROVES,178835,iucn,TRUE
NA,Excoecaria indica,NA,178836,Decreasing,DD,MANGROVES,178836,iucn,TRUE
NA,Acanthus volubilis,NA,178837,Decreasing,LC,MANGROVES,178837,iucn,TRUE
NA,Pemphis acidula,NA,178838,Decreasing,LC,MANGROVES,178838,iucn,TRUE
NA,Aegialitis rotundifolia,NA,178839,Decreasing,NT,MANGROVES,178839,iucn,TRUE
NA,Bruguiera cylindrica,NA,178840,Decreasing,LC,MANGROVES,178840,iucn,TRUE
NA,Sonneratia apetala,NA,178841,Decreasing,LC,MANGROVES,178841,iucn,TRUE
NA,Excoecaria agallocha,NA,178842,Decreasing,LC,MANGROVES,178842,iucn,TRUE
NA,Bruguiera sexangula,NA,178843,Decreasing,LC,MANGROVES,178843,iucn,TRUE
NA,Avicennia integra,NA,178844,Decreasing,VU,MANGROVES,178844,iucn,TRUE
NA,Xylocarpus granatum,NA,178845,Decreasing,LC,MANGROVES,178845,iucn,TRUE
NA,Lumnitzera racemosa,NA,178846,Decreasing,LC,MANGROVES,178846,iucn,TRUE
NA,Avicennia bicolor,NA,178847,Decreasing,VU,MANGROVES,178847,iucn,TRUE
NA,Brownlowia argentata,NA,178848,Unknown,DD,MANGROVES,178848,iucn,TRUE
NA,Osbornia octodonta,NA,178849,Decreasing,LC,MANGROVES,178849,iucn,TRUE
NA,Rhizophora stylosa,NA,178850,Decreasing,LC,MANGROVES,178850,iucn,TRUE
NA,Rhizophora mangle,NA,178851,Decreasing,LC,MANGROVES,178851,iucn,TRUE
NA,Heritiera littoralis,NA,178852,Decreasing,LC,MANGROVES,178852,iucn,TRUE
NA,Ceriops decandra,NA,178853,Decreasing,NT,MANGROVES,178853,iucn,TRUE
NA,Lumnitzera littorea,NA,178854,Decreasing,LC,MANGROVES,178854,iucn,TRUE
NA,Kandelia obovata,NA,178855,Decreasing,LC,MANGROVES,178855,iucn,TRUE
NA,Aegiceras floridum,NA,178856,Decreasing,NT,MANGROVES,178856,iucn,TRUE
NA,Kandelia candel,NA,178857,Decreasing,LC,MANGROVES,178857,iucn,TRUE
NA,Mora oleifera,NA,178858,Decreasing,VU,MANGROVES,178858,iucn,TRUE
Fis-114179,Enneapterygius rhabdotus,null,178889,Unknown,LC,NA,NA,am,TRUE
Fis-61272,Enneapterygius cheni,null,178890,Unknown,LC,NA,NA,am,TRUE
Fis-125747,Enneapterygius clea,null,178891,Unknown,LC,NA,NA,am,TRUE
Fis-114721,Ucla xenogrammus,null,178892,Unknown,LC,NA,NA,am,TRUE
Fis-121781,Enneapterygius flavoccipitis,null,178894,Unknown,LC,NA,NA,am,TRUE
Fis-125775,Enneapterygius rubicauda,null,178895,Unknown,LC,NA,NA,am,TRUE
Fis-113332,Bellapiscis lesleyae,null,178896,Stable,LC,NA,NA,am,TRUE
Fis-125715,Heteroclinus heptaeolus,null,178897,Unknown,LC,NA,NA,am,TRUE
Fis-24551,Enneanectes pectoralis,null,178898,Unknown,LC,NA,NA,am,TRUE
Fis-161730,Heteroclinus kuiteri,null,178899,Unknown,LC,NA,NA,am,TRUE
Fis-137607,Heteroclinus wilsoni,null,178901,Unknown,LC,NA,NA,am,TRUE
Fis-30043,Gibbonsia montereyensis,null,178902,Unknown,LC,NA,NA,am,TRUE
Fis-127211,Heteroclinus adelaidae,null,178903,Unknown,LC,NA,NA,am,TRUE
Fis-35422,Forsterygion lapillum,null,178904,Stable,LC,NA,NA,am,TRUE
Fis-112843,Apopterygion oculus,null,178905,Stable,LC,NA,NA,am,TRUE
Fis-50625,Pavoclinus myae,null,178906,Unknown,LC,NA,NA,am,TRUE
Fis-137821,Helcogramma vulcana,null,178909,Unknown,LC,NA,NA,am,TRUE
Fis-29950,Enneanectes boehlkei,null,178910,Unknown,LC,NA,NA,am,TRUE
Fis-125770,Enneapterygius randalli,null,178911,Unknown,LC,NA,NA,am,TRUE
Fis-27038,Helcogramma ellioti,null,178912,Unknown,LC,NA,NA,am,TRUE
Fis-125753,Enneapterygius fuscoventer,null,178913,Unknown,LC,NA,NA,am,TRUE
Fis-138013,Acanthanectes rufus,null,178914,Unknown,LC,NA,NA,am,TRUE
Fis-125781,Enneapterygius similis,1,178915,Unknown,LC,NA,NA,am,TRUE
Fis-161808,Helcogramma alkamr,null,178916,Unknown,LC,NA,NA,am,TRUE
Fis-30042,Gibbonsia metzi,null,178917,Unknown,LC,NA,NA,am,TRUE
Fis-59674,Clinus agilis,null,178918,Unknown,LC,NA,NA,am,TRUE
Fis-49753,Enneanectes atrorus,null,178919,Unknown,LC,NA,NA,am,TRUE
Fis-125742,Enneapterygius atriceps,null,178920,Unknown,LC,NA,NA,am,TRUE
Fis-125780,Enneapterygius signicauda,null,178928,Unknown,LC,NA,NA,am,TRUE
Fis-127221,Ophiclinus ningulus,null,178929,Unknown,LC,NA,NA,am,TRUE
Fis-114251,Enneapterygius tutuilae,null,178932,Unknown,LC,NA,NA,am,TRUE
Fis-114103,Enneapterygius kermadecensis,null,178934,Unknown,LC,NA,NA,am,TRUE
Fis-145033,Heteroclinus puellarum,null,178936,Unknown,LC,NA,NA,am,TRUE
Fis-113679,Enneapterygius niger,null,178937,Unknown,LC,NA,NA,am,TRUE
Fis-114718,Trinorfolkia cristata,null,178939,Unknown,LC,NA,NA,am,TRUE
Fis-52722,Cirrhibarbis capensis,null,178941,Unknown,LC,NA,NA,am,TRUE
Fis-127232,Sticharium dorsale,null,178942,Unknown,LC,NA,NA,am,TRUE
Fis-26823,Pavoclinus laurentii,null,178943,Unknown,LC,NA,NA,am,TRUE
Fis-127219,Heteroclinus johnstoni,null,178945,Unknown,LC,NA,NA,am,TRUE
Fis-114644,Lepidoblennius marmoratus,null,178947,Stable,LC,NA,NA,am,TRUE
Fis-112793,Bellapiscis medius,null,178948,Stable,LC,NA,NA,am,TRUE
Fis-125788,Helcogramma fuscipectoris,null,178949,Unknown,LC,NA,NA,am,TRUE
Fis-125744,Enneapterygius bahasa,null,178950,Unknown,LC,NA,NA,am,TRUE
Fis-122963,Springerichthys kulbickii,null,178951,Unknown,LC,NA,NA,am,TRUE
Fis-59703,Clinus woodi,null,178952,Unknown,LC,NA,NA,am,TRUE
Fis-58120,Blennioclinus brachycephalus,null,178953,Unknown,LC,NA,NA,am,TRUE
Fis-114174,Enneapterygius pyramis,null,178957,Unknown,LC,NA,NA,am,TRUE
Fis-50590,Enneapterygius ventermaculus,null,178958,Stable,LC,NA,NA,am,TRUE
Fis-114690,Trianectes bucephalus,null,178960,Unknown,LC,NA,NA,am,TRUE
Fis-59700,Clinus venustris,null,178962,Unknown,LC,NA,NA,am,TRUE
Fis-114247,Enneapterygius triserialis,null,178963,Stable,LC,NA,NA,am,TRUE
Fis-112790,Notoclinops segmentatus,null,178965,Stable,LC,NA,NA,am,TRUE
Fis-57961,Enneapterygius obscurus,null,178967,Unknown,LC,NA,NA,am,TRUE
Fis-50615,Pavoclinus smalei,null,178968,Unknown,LC,NA,NA,am,TRUE
Fis-164025,Forsterygion maryannae,null,178969,Stable,LC,NA,NA,am,TRUE
Fis-114191,Notoclinus fenestratus,null,178970,Unknown,LC,NA,NA,am,TRUE
Fis-114196,Cristiceps aurantiacus,null,178972,Unknown,LC,NA,NA,am,TRUE
Fis-161811,Helcogramma rharhabe,null,178973,Stable,LC,NA,NA,am,TRUE
Fis-59714,Pavoclinus profundus,null,178974,Unknown,LC,NA,NA,am,TRUE
Fis-114172,Enneapterygius paucifasciatus,null,178977,Unknown,LC,NA,NA,am,TRUE
Fis-32871,Helcogramma rhinoceros,null,178979,Unknown,LC,NA,NA,am,TRUE
Fis-50611,Clinus nematopterus,null,178980,Unknown,LC,NA,NA,am,TRUE
Fis-59870,Helcogramma obtusirostris,null,178981,Unknown,LC,NA,NA,am,TRUE
Fis-50754,Cremnochorites capensis,null,178983,Unknown,LC,NA,NA,am,TRUE
Fis-125769,Enneapterygius pallidoserialis,null,178985,Unknown,LC,NA,NA,am,TRUE
Fis-62642,Enneapterygius rufopileus,null,178986,Unknown,LC,NA,NA,am,TRUE
Fis-114195,Notoclinops yaldwyni,null,178988,Stable,LC,NA,NA,am,TRUE
Fis-29088,Helcogramma hudsoni,null,178989,Unknown,LC,NA,NA,am,TRUE
Fis-114270,Forsterygion flavonigrum,null,178990,Stable,LC,NA,NA,am,TRUE
Fis-125787,Enneapterygius williamsi,null,178991,Unknown,LC,NA,NA,am,TRUE
Fis-29090,Norfolkia brachylepis,null,178992,Stable,LC,NA,NA,am,TRUE
Fis-112792,Cryptichthys jojettae,null,178993,Stable,LC,NA,NA,am,TRUE
Fis-52743,Fucomimus mus,null,178994,Unknown,LC,NA,NA,am,TRUE
Fis-112789,Notoclinops caerulepunctus,null,178995,Stable,LC,NA,NA,am,TRUE
Fis-59685,Clinus cottoides,null,178997,Unknown,LC,NA,NA,am,TRUE
Fis-112799,Ruanoho decemdigitatus,null,178998,Stable,LC,NA,NA,am,TRUE
Fis-114576,Helcogramma novaecaledoniae,null,179000,Unknown,LC,NA,NA,am,TRUE
Fis-29086,Enneapterygius nanus,null,179001,Unknown,LC,NA,NA,am,TRUE
Fis-125745,Enneapterygius fasciatus,null,179002,Unknown,LC,NA,NA,am,TRUE
Fis-50629,Xenopoclinus kochi,null,179004,Unknown,LC,NA,NA,am,TRUE
Fis-114197,Ericentrus rubrus,null,179005,Unknown,LC,NA,NA,am,TRUE
Fis-113698,Enneapterygius atrogulare,null,179006,Unknown,LC,NA,NA,am,TRUE
Fis-125717,Heteroclinus nasutus,null,179007,Unknown,LC,NA,NA,am,TRUE
Fis-145003,Ophiclinops hutchinsi,null,179008,Unknown,LC,NA,NA,am,TRUE
Fis-32865,Helcogramma capidata,null,179012,Unknown,LC,NA,NA,am,TRUE
Fis-114184,Forsterygion varium,null,179014,Stable,LC,NA,NA,am,TRUE
Fis-59708,Pavoclinus graminis,null,179016,Unknown,LC,NA,NA,am,TRUE
Fis-125773,Enneapterygius rhothion,null,179017,Unknown,LC,NA,NA,am,TRUE
Fis-58543,Helcogramma maldivensis,null,179018,Unknown,DD,NA,NA,am,TRUE
Fis-114110,Enneapterygius larsonae,null,179019,Stable,LC,NA,NA,am,TRUE
Fis-59871,Helcogramma steinitzi,null,179020,Stable,LC,NA,NA,am,TRUE
Fis-138012,Acanthanectes hystrix,null,179021,Unknown,LC,NA,NA,am,TRUE
Fis-114457,Forsterygion gymnotum,null,179022,Stable,LC,NA,NA,am,TRUE
Fis-114698,Trinorfolkia clarkei,null,179024,Unknown,LC,NA,NA,am,TRUE
Fis-112796,Blennodon dorsalis,null,179026,Unknown,LC,NA,NA,am,TRUE
Fis-112883,Karalepis stewarti,null,179029,Stable,LC,NA,NA,am,TRUE
Fis-127233,Sticharium clarkae,null,179032,Unknown,LC,NA,NA,am,TRUE
Fis-159194,Tripterygion tartessicum,null,179034,Stable,LC,NA,NA,am,TRUE
Fis-113918,Ceratobregma acanthops,null,179035,Unknown,LC,NA,NA,am,TRUE
Fis-127227,Ophiclinus gracilis,null,179036,Unknown,LC,NA,NA,am,TRUE
Fis-114150,Enneapterygius mirabilis,null,179037,Unknown,LC,NA,NA,am,TRUE
Fis-161812,Helcogramma rosea,null,179038,Unknown,LC,NA,NA,am,TRUE
Fis-28922,Brachynectes fasciatus,null,179039,Unknown,LC,NA,NA,am,TRUE
Fis-153239,Helcogramma nigra,null,179040,Unknown,LC,NA,NA,am,TRUE
Fis-59625,Blennioclinus stella,null,179041,Unknown,LC,NA,NA,am,TRUE
Fis-125713,Cristiceps australis,null,179042,Unknown,LC,NA,NA,am,TRUE
Fis-114650,Norfolkia thomasi,null,179043,Unknown,LC,NA,NA,am,TRUE
Fis-32870,Helcogramma fuscopinna,null,179044,Unknown,LC,NA,NA,am,TRUE
Fis-50588,Enneapterygius pusillus,null,179045,Stable,LC,NA,NA,am,TRUE
Fis-112833,Apopterygion alta,null,179048,Unknown,LC,NA,NA,am,TRUE
Fis-54044,Springeratus xanthosoma,1,179049,Unknown,LC,NA,NA,am,TRUE
Fis-145011,Cancelloxus longior,null,179050,Unknown,LC,NA,NA,am,TRUE
Fis-59706,Muraenoclinus dorsalis,null,179051,Unknown,LC,NA,NA,am,TRUE
Fis-153233,Helcogramma lacuna,null,179052,Unknown,LC,NA,NA,am,TRUE
