iucn_sid,habitat,paired_map,max_depth,shallow_str,shallow
133200,"This species occurs in shallow, tropical reef environments. It is found in most reef environments, but especially in lagoons. This is a fairly uncommon coral that appears to prefer reef slopes. Colonies may reach several metres in diameter (Wood 1983). This species is found on subtidal rock and rocky reefs. This species is found to 30 m.",TRUE,30,TRUE,TRUE
133201,This species lives as a free-living single polyp in reef slopes. Maximum size is 18 cm in diameter. The depth range is from 1-30 m (Hoeksema 1990). It may also reproduce asexually by budding (Hoeksema pers. comm.).,TRUE,30,FALSE,TRUE
133203,"It is found on lower reef slopes below 40 metres and subtidal, protected slopes, shelves, 25-70 m (Richards pers. comm.).",TRUE,70,FALSE,TRUE
133204,This species occurs in shallow reef environments. This species is found from 2-25 m.,FALSE,25,TRUE,TRUE
133206,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes exposed to strong wave action. This species is found from 3-12 m.",TRUE,12,TRUE,TRUE
133209,"This species occurs in shallow reef environments. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 25 m.",TRUE,25,TRUE,TRUE
133210,"This species occurs in all shallow, tropical reef environments. It is commonly found from 3-15 m, rarely from 1-2 m and 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanov, 2002). It is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons to 40 m. It can be found on inter-reef rubble substrate.",TRUE,40,TRUE,TRUE
133211,"This species is found in shallow, protected reef environments where diversity is high, generally to depths of 15 m.",FALSE,15,TRUE,TRUE
133212,"This species occurs predominantly in soft-bottom habitats, including seagrass beds, branching coral thickets, sloping fore reef and back reef environments, in deeper lagoon habitats, and in the roots and sediments of mangrove islands. Found from 0.5-30 m, but most abundant from 1-15 m. This species is generally resistant to high rates of sedimentation, salinity and temperature changes.",TRUE,30,FALSE,TRUE
133213,"This species is found in reef slopes as an attached, encrusting polyps with multiple mouths. The depth range is from 1-20 m (Hoeksema 1990). Maximum size is 81 cm.",TRUE,20,FALSE,TRUE
133214,NA,FALSE,NA,NA,NA
133215,This species is found on reef slopes and can occur on rubble and sand. The depth range is from 1-27 m (Hoeksema 1990). It is a single free-living polyp with a maximum of 8.5 cm diameter. Generation length is five years.,TRUE,27,FALSE,TRUE
133216,"This species is frequently a dominant species of back reef margins, lagoons and some fringing reefs, and can be found generally to depths of 30 m. <br/><br/>It is one of the predominant framework builders (Glynn 2000), sometimes building monospecific reef frameworks or contributing to pocilloporid reef building (Glynn 2001). <em>Porites lobata</em> is a relatively slow-growing species with reported growth rates of 8.4 mm/year in Costa Rica and 8.1 mm/year in the Galápagos; however it can grow as fast as 14 to 19 mm/year during the first few years (Guzmán and Cortes 1993, Cortés and Guzmán 1998, Guzmán and Cortés 1989). <br/><br/><em>P. lobata</em> utilizes a gonochoristic reproductive strategy (except from Caño Island, Costa Rica), and is presumably a broadcaster spawner (Glynn <em>et al</em>. 1994). Glynn <em>et al</em>. (1994) suggested that eastern Pacific populations appeared to be reproductively active over multiple annual intervals, including periods of relatively low temperature. According to Glynn <em>et al</em>. (1994), fecundity can vary between regions; <em>P. lobata</em> has higher fecundities at Caño Island, Costa Rica, and Uva Island, Panama, than in the Galápagos Islands, where water temperatures are lower and more seasonally variable. Moreover, Glynn <em>et al</em>. (1994) suggest that <em>P. lobata</em> reproduces twice per year in thermally high and stable environments. Fecundity of this coral appears to benefit from moderate sea warming events, but may decline dramatically during unusually strong thermal anomalies (Glynn <em>et al</em>. 1994). After 1983, observations of sexual recruitment have been rare to infrequent in the eastern Pacific; however sexual recruitment has been observed in some areas of the Galápagos Islands (Glynn <em>et al</em>. 1994). The almost complete absence of sexual recruitment for this species in the eastern Pacific may be due to high larval mortality in the water column; as well as increased levels of competition with benthic alga, and increased densities of grazers and bioeroders following the 1982-83 El Niño event (Glynn <em>et al</em>. 1994).<br/><br/><em>Porites lobata</em> can also reproduce asexually by fragmentation (Guzmán and Cortés 1989, Cortés and Guzmán 1998, Cortés and Jiménez 2003). In the eastern Pacific the incidental feeding activities of the triggerfish <em>Pseudobalistes naufragium</em> can generate fragments that survive to form new colonies (Guzmán and Cortés 1989, Cortés and Guzmán 1998, Glynn <em>et al</em>. 1994). This form of fragmentation is common in Costa Rica and Panama, but uncommon in the Galápagos Islands (Glynn <em>et al</em>. 1994). Fragmentation also occurs by initial weakening of colonies by bioeroders; <em>P. lobata</em> colonies possess high densities of boring bivalves (<em>Lithophaga</em> spp.), which erode the skeletal structure, a process that can also lead to fragmentation (Cortés and Jiménez 2003, Glynn <em>et al</em>. 1994).<br/><br/>At least eight fish species feed on live corals, with their feeding strategies ranging from removing mainly live tissue and causing little damage to the skeleton, to abrading or breaking apart colonies in the feeding process, such as during feeding of <em>Arothron meleagris</em> and <em>Pseudobalistes naufragium</em> (Guzmán and Cortes 1989, Glynn 2001). <em>Porites lobata</em> is commonly grazed by the puffer <em>Arothron meleagris</em> (Guzmán and Robertson 1989, Glynn <em>et al</em>. 1994).",TRUE,30,FALSE,TRUE
133217,"This species is a free-living form that inhabits sandy environments in channels between reef spurs, at the base of the fore reef, in some deeper lagoon habitats, and seagrass beds, and sloping soft-bottom communities in front of and back of the reef. It occurs from 5-80 m (Reed 1985), but more abundant from 15-20 m. This species does well in areas of high turbidity and high sedimentation.",TRUE,80,FALSE,TRUE
133218,It is found in lagoons and on lower reef slopes. Maximum size is over 1 m. It may form small fields. This species is found from 10-25 m.,TRUE,25,FALSE,TRUE
133219,"This species occurs in shallow, tropical reef environments. It is found in turbid or sheltered reef environments. This species is found from 8-30 m.",TRUE,30,TRUE,TRUE
133220,"This species occurs in most shallow, tropical reef environments. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE
133221,The shallow water colonies kept the branching pattern but branches were shorter and sturdier; found also on soft substrate in the form of coralliths (Claereboudt 2006). This species can be found from 10-18 m.,FALSE,18,TRUE,TRUE
133222,"This species occurs in all shallow water habitats from exposed reef fronts to mangrove swamps and wharf piles. This species is found in mono-specific stands or multi-species reefs throughout its range from near the surface to a maximum depth of 20 m. It is commonly found from 1-15 m, rarely 18-20 m, in the South China Sea and Gulf of Siam. (Titlyanov and Titlyanova 2002) This species is considered to be a main reef-framework builder and is found from 0.5-6 m of Panama (Sheppard 1982). This species is relatively tolerant of sedimentation and low salinity as long as there is adequate water motion. Colonies reproduce by fragmentation and by sexual reproduction (broadcast spawning) (Hodgson 1998).<br/><br/>In the Eastern Tropical Pacific region the species has not been reported from mangrove environments (Cortés and Guzmán pers. comm.) but it is one of the major reef building species, forming intermeshing compact frameworks that can attain 2-3 m in relief (Glynn 2001). Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the fastest growth rates (Guzmán and Cortés 1993). Reported growth rates of <em>Pocillopora damicornis</em> vary substantially between locations in the Eastern Tropical Pacific, from 1.27 cm per year in Colombia to 3.96 cm per year in Panama (Guzmán and Cortes 1993).<br/><br/>Pocilloporid corals, presumably including <em>P. damicornis</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15m). Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the highest growth rates (Guzmán and Cortes 1993). They are the principal framework builders on Panamanian reefs (Glynn 2002).<br/><br/><em>P. damicornis</em> is a broadcast spawner (Glynn <em>et al</em>. 1991) with the capacity to function as a simultaneous hermaphrodite (Glynn <em>et al</em>. 1991). According to Glynn <em>et al</em>. (1991), larval settlement in the Galápagos Islands presumably has been the predominant mode of recruitment, and the only observed form of recruitment in areas that experienced high mortality (97-100%) in 1983. Asexual reproduction by fragmentation has been reported as an important mechanism for reef recovery in Panama (Glynn <em>et al</em>. 1991). <em>P. damicornis</em>, like other pocilloporid species in the eastern Pacific, has low rates of recruitment (Glynn <em>et al</em>. 1991). Histological evidence indicates that spawning is likely to occur during a few days around the new moon (Glynn <em>et al</em>. 1991). Reproductive activity in the eastern Pacific its related to local thermal regimes, with a generally higher incidence of gravid corals at sites with stable, warm water conditions, or during warming periods in areas that experience significant seasonal variation (Glynn <em>et al</em>. 1991). Glynn <em>et al</em>. (1991) conclude that moderate El Nino warming can stimulate gametogenesis in Galápagos pocilloporid corals.<br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001).",TRUE,20,TRUE,TRUE
