am_sid,sciname,iucn_id,sciname_worrms,status,sciname_accepted,am_name_ver
Fis-124393,Icelus euryops,NA,Icelus euryops,accepted,Icelus euryops,TRUE
Fis-30828,Icelus spatula,NA,Icelus spatula,accepted,Icelus spatula,TRUE
Fis-30829,Icelus spiniger,NA,Icelus spiniger,accepted,Icelus spiniger,TRUE
Fis-125691,Icelus uncinalis,NA,Icelus uncinalis,accepted,Icelus uncinalis,TRUE
Fis-24071,Ichthyapus ophioneus,NA,Ichthyapus ophioneus,accepted,Ichthyapus ophioneus,TRUE
Fis-29009,Ichthyapus selachops,183498,Ichthyapus selachops,accepted,Ichthyapus selachops,TRUE
Fis-51575,Ichthyapus vulturis,NA,Ichthyapus vulturis,accepted,Ichthyapus vulturis,TRUE
Fis-28211,Ichthyocampus carce,172468,Ichthyocampus carce,accepted,Ichthyocampus carce,TRUE
Fis-53158,Ichthyococcus australis,NA,Ichthyococcus australis,accepted,Ichthyococcus australis,TRUE
Fis-52352,Ichthyococcus elongatus,NA,Ichthyococcus elongatus,accepted,Ichthyococcus elongatus,TRUE
Fis-55581,Ichthyococcus intermedius,NA,Ichthyococcus intermedius,accepted,Ichthyococcus intermedius,TRUE
Fis-139478,Ichthyococcus irregularis,155195,Ichthyococcus irregularis,accepted,Ichthyococcus irregularis,TRUE
Fis-23562,Ichthyococcus ovatus,NA,Ichthyococcus ovatus,accepted,Ichthyococcus ovatus,TRUE
Fis-146366,Ichthyococcus parini,NA,Ichthyococcus parini,accepted,Ichthyococcus parini,TRUE
Fis-34771,Ichthyococcus polli,NA,Ichthyococcus polli,accepted,Ichthyococcus polli,TRUE
Fis-35843,Ichthyscopus barbatus,NA,Ichthyscopus barbatus,accepted,Ichthyscopus barbatus,TRUE
Fis-32199,Icichthys australis,NA,Icichthys australis,accepted,Icichthys australis,TRUE
Fis-30146,Icichthys lockingtoni,NA,Icichthys lockingtoni,accepted,Icichthys lockingtoni,TRUE
Fis-30147,Icosteus aenigmaticus,NA,Icosteus aenigmaticus,accepted,Icosteus aenigmaticus,TRUE
Fis-34710,Idiacanthus antrostomus,NA,Idiacanthus antrostomus,accepted,Idiacanthus antrostomus,TRUE
Fis-32106,Idiacanthus atlanticus,NA,Idiacanthus atlanticus,accepted,Idiacanthus atlanticus,TRUE
Fis-34854,Idiacanthus fasciola,NA,Idiacanthus fasciola,accepted,Idiacanthus fasciola,TRUE
Fis-114155,Idiolophorhynchus andriashevi,NA,Idiolophorhynchus andriashevi,accepted,Idiolophorhynchus andriashevi,TRUE
Fis-26540,Idiolychnus urolampus,NA,Idiolychnus urolampus,accepted,Idiolychnus urolampus,TRUE
Fis-32657,Ijimaia loppei,NA,Ijimaia loppei,accepted,Ijimaia loppei,TRUE
Fis-19897,Ilisha africana,NA,Ilisha africana,accepted,Ilisha africana,TRUE
Fis-23564,Ilisha elongata,NA,Ilisha elongata,accepted,Ilisha elongata,TRUE
Fis-23565,Ilisha filigera,NA,Ilisha filigera,accepted,Ilisha filigera,TRUE
Fis-150747,Ilisha fuerthii,183757,Ilisha fuerthii,accepted,Ilisha fuerthii,TRUE
Fis-23567,Ilisha kampeni,NA,Ilisha kampeni,accepted,Ilisha kampeni,TRUE
Fis-62834,Ilisha lunula,NA,Ilisha lunula,accepted,Ilisha lunula,TRUE
Fis-23568,Ilisha megaloptera,NA,Ilisha megaloptera,accepted,Ilisha megaloptera,TRUE
Fis-23569,Ilisha melastoma,NA,Ilisha melastoma,accepted,Ilisha melastoma,TRUE
Fis-30150,Ilisha sirishai,NA,Ilisha sirishai,accepted,Ilisha sirishai,TRUE
Fis-35408,Iluocoetes fimbriatus,NA,Iluocoetes fimbriatus,accepted,Iluocoetes fimbriatus,TRUE
Fis-133345,Ilyophis blachei,NA,Ilyophis blachei,accepted,Ilyophis blachei,TRUE
Fis-33178,Ilyophis brunneus,NA,Ilyophis brunneus,accepted,Ilyophis brunneus,TRUE
Fis-24713,Ilypnus gilberti,183570,Ilypnus gilberti,accepted,Ilypnus gilberti,TRUE
Fis-27925,Inegocia harrisii,NA,Inegocia harrisii,accepted,Inegocia harrisii,TRUE
Fis-164002,Inegocia japonica,NA,Inegocia japonica,accepted,Inegocia japonica,TRUE
Fis-164002,Inegocia japonica,NA,Inegocia japonica,unaccepted,Inegocia japonica,TRUE
Fis-146180,Iniistius aneitensis,187395,Iniistius aneitensis,accepted,Iniistius aneitensis,TRUE
Fis-146181,Iniistius baldwini,187731,Iniistius baldwini,accepted,Iniistius baldwini,TRUE
Fis-155103,Iniistius dea,187623,Iniistius dea,accepted,Iniistius dea,TRUE
Fis-166560,Iniistius melanopus,187655,Iniistius melanopus,accepted,Iniistius melanopus,TRUE
Fis-7176,Iniistius pavo,187705,Iniistius pavo,accepted,Iniistius pavo,TRUE
Fis-146179,Iniistius pentadactylus,187411,Iniistius pentadactylus,accepted,Iniistius pentadactylus,TRUE
Fis-166561,Iniistius twistii,187539,Iniistius twistii,accepted,Iniistius twistii,TRUE
Fis-28314,Inimicus caledonicus,154827,Inimicus caledonicus,accepted,Inimicus caledonicus,TRUE
Fis-27874,Inimicus cuvieri,NA,Inimicus cuvieri,accepted,Inimicus cuvieri,TRUE
Fis-25838,Inimicus didactylus,NA,Inimicus didactylus,accepted,Inimicus didactylus,TRUE
Fis-26099,Inimicus filamentosus,NA,Inimicus filamentosus,accepted,Inimicus filamentosus,TRUE
Fis-26090,Inimicus japonicus,NA,Inimicus japonicus,accepted,Inimicus japonicus,TRUE
Fis-27834,Inimicus sinensis,NA,Inimicus sinensis,accepted,Inimicus sinensis,TRUE
Fis-33216,Ipnops agassizii,NA,Ipnops agassizii,accepted,Ipnops agassizii,TRUE
Fis-55981,Ipnops murrayi,NA,Ipnops murrayi,accepted,Ipnops murrayi,TRUE
Fis-32524,Iracundus signifer,NA,Iracundus signifer,accepted,Iracundus signifer,TRUE
Fis-54787,Irolita waitii,161655,Irolita waitii,accepted,Irolita waitii,TRUE
Fis-22885,Isacia conceptionis,155309,Isacia conceptionis,accepted,Isacia conceptionis,TRUE
Fis-23161,Isistius brasiliensis,41830,Isistius brasiliensis,accepted,Isistius brasiliensis,TRUE
Fis-29421,Isistius plutodus,60212,Isistius plutodus,accepted,Isistius plutodus,TRUE
Fis-50290,Iso natalensis,NA,Iso natalensis,accepted,Iso natalensis,TRUE
Fis-47545,Iso rhothophilus,NA,Iso rhothophilus,accepted,Iso rhothophilus,TRUE
Fis-23162,Isogomphodon oxyrhynchus,60218,Isogomphodon oxyrhynchus,accepted,Isogomphodon oxyrhynchus,TRUE
Fis-23572,Isopisthus parvipinnis,NA,Isopisthus parvipinnis,accepted,Isopisthus parvipinnis,TRUE
Fis-35703,Isopisthus remifer,183342,Isopisthus remifer,accepted,Isopisthus remifer,TRUE
Fis-24715,Isopsetta isolepis,NA,Isopsetta isolepis,accepted,Isopsetta isolepis,TRUE
Fis-47995,Istiblennius bellus,NA,Istiblennius bellus,accepted,Istiblennius bellus,TRUE
Fis-26594,Istiblennius dussumieri,NA,Istiblennius dussumieri,accepted,Istiblennius dussumieri,TRUE
Fis-25979,Istiblennius edentulus,NA,Istiblennius edentulus,accepted,Istiblennius edentulus,TRUE
Fis-25980,Istiblennius lineatus,NA,Istiblennius lineatus,accepted,Istiblennius lineatus,TRUE
Fis-28971,Istiblennius meleagris,NA,Istiblennius meleagris,accepted,Istiblennius meleagris,TRUE
Fis-61807,Istiblennius muelleri,NA,Istiblennius muelleri,accepted,Istiblennius muelleri,TRUE
Fis-25064,Istigobius campbelli,NA,Istigobius campbelli,accepted,Istigobius campbelli,TRUE
Fis-25061,Istigobius decoratus,NA,Istigobius decoratus,accepted,Istigobius decoratus,TRUE
Fis-57258,Istigobius diadema,NA,Istigobius diadema,accepted,Istigobius diadema,TRUE
Fis-25060,Istigobius goldmanni,NA,Istigobius goldmanni,accepted,Istigobius goldmanni,TRUE
Fis-25059,Istigobius nigroocellatus,NA,Istigobius nigroocellatus,accepted,Istigobius nigroocellatus,TRUE
Fis-25056,Istigobius ornatus,NA,Istigobius ornatus,accepted,Istigobius ornatus,TRUE
Fis-25058,Istigobius rigilius,154861,Istigobius rigilius,accepted,Istigobius rigilius,TRUE
Fis-25065,Istigobius spence,NA,Istigobius spence,accepted,Istigobius spence,TRUE
Fis-164254,Istiompax indica,170312,Istiompax indica,accepted,Istiompax indica,TRUE
Fis-22765,Istiophorus albicans,NA,Istiophorus albicans,accepted,Istiophorus albicans,TRUE
Fis-22766,Istiophorus platypterus,170338,Istiophorus platypterus,accepted,Istiophorus platypterus,TRUE
Fis-58485,Isurus oxyrinchus,39341,Isurus oxyrinchus,accepted,Isurus oxyrinchus,TRUE
Fis-29423,Isurus paucus,60225,Isurus paucus,accepted,Isurus paucus,TRUE
Fis-47575,Japonolaeops dentatus,NA,Japonolaeops dentatus,accepted,Japonolaeops dentatus,TRUE
Fis-167268,Jaydia argyrogaster,NA,Jaydia argyrogaster,accepted,Jaydia argyrogaster,TRUE
Fis-170288,Jaydia carinatus,NA,NA,error,NA,NA
Fis-170296,Jaydia ellioti,NA,Jaydia ellioti,unaccepted,Apogon ellioti,FALSE
Fis-170291,Jaydia lineata,NA,NA,error,NA,NA
Fis-167269,Jaydia melanopus,NA,Jaydia melanopus,accepted,Jaydia melanopus,TRUE
Fis-170275,Jaydia novaeguineae,NA,NA,error,NA,NA
Fis-170298,Jaydia poecilopterus,NA,NA,error,NA,NA
Fis-10405,Jaydia queketti,NA,Jaydia queketti,unaccepted,Apogon queketti,FALSE
Fis-145253,Jaydia smithi,NA,Jaydia smithi,unaccepted,Apogon smithi,FALSE
Fis-170300,Jaydia striata,NA,NA,error,NA,NA
Fis-170301,Jaydia striatodes,NA,NA,error,NA,NA
Fis-164128,Jaydia truncata,NA,Jaydia truncata,unaccepted,Apogon truncatus,FALSE
Fis-23573,Jenkinsia lamprotaenia,154793,Jenkinsia lamprotaenia,accepted,Jenkinsia lamprotaenia,TRUE
Fis-30152,Jenkinsia majua,155253,Jenkinsia majua,accepted,Jenkinsia majua,TRUE
Fis-23574,Jenkinsia stolifera,NA,Jenkinsia stolifera,accepted,Jenkinsia stolifera,TRUE
Fis-26697,Johnius amblycephalus,NA,Johnius amblycephalus,accepted,Johnius amblycephalus,TRUE
Fis-25676,Johnius belangerii,NA,Johnius belangerii,accepted,Johnius belangerii,TRUE
Fis-47079,Johnius borneensis,NA,Johnius borneensis,accepted,Johnius borneensis,TRUE
Fis-47013,Johnius carouna,NA,Johnius carouna,accepted,Johnius carouna,TRUE
Fis-31049,Johnius carutta,NA,Johnius carutta,accepted,Johnius carutta,TRUE
Fis-27837,Johnius coitor,169353,Johnius coitor,accepted,Johnius coitor,TRUE
Fis-48308,Johnius distinctus,NA,Johnius distinctus,accepted,Johnius distinctus,TRUE
Fis-63726,Johnius dorsalis,NA,Johnius dorsalis,accepted,Johnius dorsalis,TRUE
Fis-26172,Johnius dussumieri,NA,Johnius dussumieri,unaccepted,Johnius amblycephalus,FALSE
Fis-26172,Johnius dussumieri,NA,Johnius dussumieri,accepted,Johnius dussumieri,TRUE
Fis-35480,Johnius laevis,154704,Johnius laevis,accepted,Johnius laevis,TRUE
Fis-27779,Johnius macropterus,NA,Johnius macropterus,accepted,Johnius macropterus,TRUE
Fis-47027,Johnius macrorhynus,NA,Johnius macrorhynus,accepted,Johnius macrorhynus,TRUE
Fis-47434,Johnius plagiostoma,NA,Johnius plagiostoma,accepted,Johnius plagiostoma,TRUE
Fis-28321,Johnius trachycephalus,NA,Johnius trachycephalus,accepted,Johnius trachycephalus,TRUE
Fis-47056,Johnius weberi,NA,Johnius weberi,accepted,Johnius weberi,TRUE
Fis-28456,Johnrandallia nigrirostris,165633,Johnrandallia nigrirostris,accepted,Johnrandallia nigrirostris,TRUE
Fis-117220,Johnsonina eriomma,154634,Johnsonina eriomma,accepted,Johnsonina eriomma,TRUE
Fis-30830,Jordania zonope,NA,Jordania zonope,accepted,Jordania zonope,TRUE
Fis-30830,Jordania zonope,NA,NA,deleted,Jordania zonope,TRUE
Fis-164253,Kajikia albida,170322,Kajikia albida,accepted,Kajikia albida,TRUE
Fis-163398,Kajikia audax,170309,Kajikia audax,accepted,Kajikia audax,TRUE
Fis-50458,Kali indica,NA,Kali indica,accepted,Kali indica,TRUE
Fis-52165,Kali kerberti,NA,Kali kerberti,accepted,Kali kerberti,TRUE
Fis-50459,Kali macrodon,155106,Kali macrodon,accepted,Kali macrodon,TRUE
Fis-50466,Kali macrura,NA,Kali macrura,accepted,Kali macrura,TRUE
Fis-28166,Kamoharaia megastoma,NA,Kamoharaia megastoma,accepted,Kamoharaia megastoma,TRUE
Fis-163729,Karalla daura,NA,Karalla daura,unaccepted,Leiognathus daura,FALSE
Fis-163730,Karalla dussumieri,NA,Karalla dussumieri,unaccepted,Leiognathus dussumieri,FALSE
Fis-24716,Kathetostoma albigutta,NA,Kathetostoma albigutta,accepted,Kathetostoma albigutta,TRUE
Fis-30155,Kathetostoma averruncus,184006,Kathetostoma averruncus,accepted,Kathetostoma averruncus,TRUE
Fis-138341,Kathetostoma canaster,NA,Kathetostoma canaster,accepted,Kathetostoma canaster,TRUE
Fis-32390,Kathetostoma cubana,NA,Kathetostoma cubana,accepted,Kathetostoma cubana,TRUE
Fis-35418,Kathetostoma giganteum,NA,Kathetostoma giganteum,accepted,Kathetostoma giganteum,TRUE
Fis-29147,Kathetostoma laeve,NA,Kathetostoma laeve,accepted,Kathetostoma laeve,TRUE
Fis-35844,Kathetostoma nigrofasciatum,NA,Kathetostoma nigrofasciatum,accepted,Kathetostoma nigrofasciatum,TRUE
Fis-22777,Katsuwonus pelamis,170310,Katsuwonus pelamis,accepted,Katsuwonus pelamis,TRUE
Fis-51530,Kaupichthys atronasus,NA,Kaupichthys atronasus,accepted,Kaupichthys atronasus,TRUE
Fis-51533,Kaupichthys brachychirus,155141,Kaupichthys brachychirus,accepted,Kaupichthys brachychirus,TRUE
Fis-58570,Kaupichthys diodontus,NA,Kaupichthys diodontus,accepted,Kaupichthys diodontus,TRUE
Fis-24077,Kaupichthys hyoproroides,NA,Kaupichthys hyoproroides,accepted,Kaupichthys hyoproroides,TRUE
Fis-30156,Kaupichthys nuchalis,NA,Kaupichthys nuchalis,accepted,Kaupichthys nuchalis,TRUE
Fis-112383,Kaupus costatus,NA,Kaupus costatus,accepted,Kaupus costatus,TRUE
Fis-51841,Kelloggella cardinalis,NA,Kelloggella cardinalis,accepted,Kelloggella cardinalis,TRUE
Fis-55114,Kentrocapros aculeatus,NA,Kentrocapros aculeatus,accepted,Kentrocapros aculeatus,TRUE
Fis-55121,Kentrocapros flavofasciatus,NA,Kentrocapros flavofasciatus,accepted,Kentrocapros flavofasciatus,TRUE
Fis-53103,Kentrocapros rosapinto,NA,Kentrocapros rosapinto,accepted,Kentrocapros rosapinto,TRUE
Fis-127187,Kestratherina brevirostris,154744,Kestratherina brevirostris,accepted,Kestratherina brevirostris,TRUE
Fis-130041,Kestratherina esox,NA,Kestratherina esox,accepted,Kestratherina esox,TRUE
Fis-35869,Knipowitschia caucasica,11030,Knipowitschia caucasica,accepted,Knipowitschia caucasica,TRUE
Fis-23575,Konosirus punctatus,NA,Konosirus punctatus,accepted,Konosirus punctatus,TRUE
Fis-163594,Koumansetta hectori,NA,Koumansetta hectori,accepted,Koumansetta hectori,TRUE
Fis-115656,Koumansetta rainfordi,NA,Koumansetta rainfordi,accepted,Koumansetta rainfordi,TRUE
Fis-33735,Kraemeria samoensis,NA,Kraemeria samoensis,accepted,Kraemeria samoensis,TRUE
Fis-26365,Krefftichthys anderssoni,154789,Krefftichthys anderssoni,accepted,Krefftichthys anderssoni,TRUE
Fis-34956,Kryptophanaron alfredi,NA,Kryptophanaron alfredi,accepted,Kryptophanaron alfredi,TRUE
Fis-25817,Kuhlia mugil,196412,Kuhlia mugil,accepted,Kuhlia mugil,TRUE
Fis-26659,Kuhlia rupestris,183158,Kuhlia rupestris,accepted,Kuhlia rupestris,TRUE
Fis-25492,Kuhlia sandvicensis,NA,Kuhlia sandvicensis,accepted,Kuhlia sandvicensis,TRUE
Fis-29052,Kuiterichthys furcipilis,NA,Kuiterichthys furcipilis,accepted,Kuiterichthys furcipilis,TRUE
Fis-112893,Kumococius rodericensis,NA,Kumococius rodericensis,accepted,Kumococius rodericensis,TRUE
Fis-120470,Kuronezumia bubonis,154969,Kuronezumia bubonis,accepted,Kuronezumia bubonis,TRUE
Fis-27730,Kuronezumia leonis,NA,Kuronezumia leonis,accepted,Kuronezumia leonis,TRUE
Fis-24717,Kyphosus analogus,183225,Kyphosus analogus,accepted,Kyphosus analogus,TRUE
Fis-31547,Kyphosus bigibbus,NA,Kyphosus bigibbus,accepted,Kyphosus bigibbus,TRUE
Fis-25822,Kyphosus cinerascens,NA,Kyphosus cinerascens,accepted,Kyphosus cinerascens,TRUE
Fis-28408,Kyphosus elegans,183849,Kyphosus elegans,accepted,Kyphosus elegans,TRUE
Fis-23576,Kyphosus incisor,NA,Kyphosus incisor,accepted,Kyphosus incisor,TRUE
Fis-170414,Kyphosus ocyurus,NA,NA,error,NA,NA
Fis-155307,Kyphosus pacificus,NA,Kyphosus pacificus,accepted,Kyphosus pacificus,TRUE
Fis-24078,Kyphosus sectatrix,NA,Kyphosus sectatrix,accepted,Kyphosus sectatrix,TRUE
Fis-33180,Labichthys carinatus,NA,Labichthys carinatus,accepted,Labichthys carinatus,TRUE
Fis-28579,Labracinus cyclophthalmus,NA,Labracinus cyclophthalmus,accepted,Labracinus cyclophthalmus,TRUE
Fis-29230,Labracinus lineatus,NA,Labracinus lineatus,accepted,Labracinus lineatus,TRUE
Fis-25464,Labrichthys unilineatus,187631,Labrichthys unilineatus,accepted,Labrichthys unilineatus,TRUE
Fis-32756,Labrisomus multiporosus,183854,Labrisomus multiporosus,accepted,Labrisomus multiporosus,TRUE
Fis-24723,Labrisomus nuchipinnis,NA,Labrisomus nuchipinnis,accepted,Labrisomus nuchipinnis,TRUE
Fis-32757,Labrisomus xanti,183840,Labrisomus xanti,accepted,Labrisomus xanti,TRUE
Fis-31477,Labroides bicolor,187767,Labroides bicolor,accepted,Labroides bicolor,TRUE
Fis-25637,Labroides dimidiatus,187396,Labroides dimidiatus,accepted,Labroides dimidiatus,TRUE
Fis-31478,Labroides pectoralis,187575,Labroides pectoralis,accepted,Labroides pectoralis,TRUE
Fis-32519,Labroides phthirophagus,155017,Labroides phthirophagus,accepted,Labroides phthirophagus,TRUE
Fis-53996,Labroides rubrolabiatus,187755,Labroides rubrolabiatus,accepted,Labroides rubrolabiatus,TRUE
Fis-31125,Labropsis alleni,187702,Labropsis alleni,accepted,Labropsis alleni,TRUE
Fis-31129,Labropsis australis,187675,Labropsis australis,accepted,Labropsis australis,TRUE
Fis-21727,Labropsis manabei,187620,Labropsis manabei,accepted,Labropsis manabei,TRUE
Fis-31128,Labropsis micronesica,187728,Labropsis micronesica,accepted,Labropsis micronesica,TRUE
Fis-31127,Labropsis xanthonota,187497,Labropsis xanthonota,accepted,Labropsis xanthonota,TRUE
Fis-29425,Labrus bergylta,187398,Labrus bergylta,accepted,Labrus bergylta,TRUE
Fis-31025,Labrus merula,187541,Labrus merula,accepted,Labrus merula,TRUE
Fis-3208,Labrus mixtus,187397,Labrus mixtus,accepted,Labrus mixtus,TRUE
Fis-126019,Labrus viridis,187654,Labrus viridis,accepted,Labrus viridis,TRUE
Fis-35304,Lachneratus phasmaticus,NA,Lachneratus phasmaticus,accepted,Lachneratus phasmaticus,TRUE
Fis-23577,Lachnolaimus maximus,11130,Lachnolaimus maximus,accepted,Lachnolaimus maximus,TRUE
Fis-22886,Lactarius lactarius,NA,Lactarius lactarius,accepted,Lactarius lactarius,TRUE
Fis-24724,Lactophrys bicaudalis,NA,Lactophrys bicaudalis,accepted,Lactophrys bicaudalis,TRUE
Fis-23578,Lactophrys trigonus,NA,Lactophrys trigonus,accepted,Lactophrys trigonus,TRUE
Fis-26096,Lactoria cornuta,NA,Lactoria cornuta,accepted,Lactoria cornuta,TRUE
Fis-26185,Lactoria diaphana,NA,Lactoria diaphana,accepted,Lactoria diaphana,TRUE
Fis-26716,Lactoria fornasini,NA,Lactoria fornasini,accepted,Lactoria fornasini,TRUE
Fis-64523,Laemonema barbatulum,NA,Laemonema barbatulum,accepted,Laemonema barbatulum,TRUE
Fis-132762,Laemonema goodebeanorum,NA,Laemonema goodebeanorum,accepted,Laemonema goodebeanorum,TRUE
Fis-132763,Laemonema gracillipes,NA,Laemonema gracillipes,accepted,Laemonema gracillipes,TRUE
Fis-30181,Laemonema laureysi,NA,Laemonema laureysi,accepted,Laemonema laureysi,TRUE
Fis-30182,Laemonema longipes,NA,Laemonema longipes,accepted,Laemonema longipes,TRUE
Fis-132754,Laemonema melanurum,NA,Laemonema melanurum,accepted,Laemonema melanurum,TRUE
Fis-132758,Laemonema rhodochir,155142,Laemonema rhodochir,accepted,Laemonema rhodochir,TRUE
Fis-132715,Laemonema verecundum,NA,Laemonema verecundum,accepted,Laemonema verecundum,TRUE
Fis-47574,Laeops clarus,NA,Laeops clarus,accepted,Laeops clarus,TRUE
Fis-34043,Laeops guentheri,154615,Laeops guentheri,accepted,Laeops guentheri,TRUE
Fis-55078,Laeops kitaharae,155092,Laeops kitaharae,accepted,Laeops kitaharae,TRUE
Fis-34415,Laeops parviceps,NA,Laeops parviceps,accepted,Laeops parviceps,TRUE
Fis-26625,Laeops pectoralis,NA,Laeops pectoralis,accepted,Laeops pectoralis,TRUE
Fis-34000,Lagocephalus gloveri,11150,Lagocephalus gloveri,accepted,Lagocephalus gloveri,TRUE
Fis-64430,Lagocephalus guentheri,NA,Lagocephalus guentheri,accepted,Lagocephalus guentheri,TRUE
Fis-26839,Lagocephalus inermis,NA,Lagocephalus inermis,accepted,Lagocephalus inermis,TRUE
Fis-23579,Lagocephalus laevigatus,NA,Lagocephalus laevigatus,accepted,Lagocephalus laevigatus,TRUE
Fis-136019,Lagocephalus lagocephalus,NA,Lagocephalus lagocephalus,alternate representation,Lagocephalus lagocephalus lagocephalus,FALSE
Fis-26935,Lagocephalus lunaris,NA,Lagocephalus lunaris,accepted,Lagocephalus lunaris,TRUE
Fis-25293,Lagocephalus sceleratus,NA,Lagocephalus sceleratus,accepted,Lagocephalus sceleratus,TRUE
Fis-26889,Lagocephalus spadiceus,NA,Lagocephalus spadiceus,accepted,Lagocephalus spadiceus,TRUE
Fis-55217,Lagocephalus wheeleri,NA,Lagocephalus wheeleri,accepted,Lagocephalus wheeleri,TRUE
Fis-24727,Lagodon rhomboides,NA,Lagodon rhomboides,accepted,Lagodon rhomboides,TRUE
Fis-32417,Laiphognathus multimaculatus,NA,Laiphognathus multimaculatus,accepted,Laiphognathus multimaculatus,TRUE
Fis-29426,Lamna ditropis,39342,Lamna ditropis,accepted,Lamna ditropis,TRUE
Fis-22768,Lamna nasus,11200,Lamna nasus,accepted,Lamna nasus,TRUE
Fis-28187,Lamnostoma orientalis,196426,Lamnostoma orientalis,accepted,Lamnostoma orientalis,TRUE
Fis-32342,Lampadena anomala,NA,Lampadena anomala,accepted,Lampadena anomala,TRUE
Fis-165277,Lampadena atlantica,NA,Lampadena atlantica,unaccepted,Lampadena urophaos atlantica,FALSE
Fis-49983,Lampadena chavesi,NA,Lampadena chavesi,accepted,Lampadena chavesi,TRUE
Fis-49986,Lampadena dea,NA,Lampadena dea,accepted,Lampadena dea,TRUE
Fis-26532,Lampadena luminosa,NA,Lampadena luminosa,accepted,Lampadena luminosa,TRUE
Fis-50146,Lampadena notialis,NA,Lampadena notialis,accepted,Lampadena notialis,TRUE
Fis-49987,Lampadena pontifex,154859,Lampadena pontifex,accepted,Lampadena pontifex,TRUE
Fis-49988,Lampadena speculigera,NA,Lampadena speculigera,accepted,Lampadena speculigera,TRUE
Fis-32343,Lampadena urophaos,NA,Lampadena urophaos,alternate representation,Lampadena urophaos urophaos,FALSE
Fis-52893,Lampadena yaquinae,NA,Lampadena yaquinae,accepted,Lampadena yaquinae,TRUE
Fis-22887,Lampanyctodes hectoris,NA,Lampanyctodes hectoris,accepted,Lampanyctodes hectoris,TRUE
Fis-52894,Lampanyctus acanthurus,NA,Lampanyctus acanthurus,accepted,Lampanyctus acanthurus,TRUE
